Data taking started at   1664286811.9237 seconds (2022-09-27 09:53:31.923749)
Event     Delta Time     Absolute Time   min[V]   max[V]   Delay[us]   pulse size
   66      1137.7938   1664287949.7175  -0.1600   0.0032      4.7640      28.2680
   67      1152.2828   1664287964.2066  -0.1600   0.0032      2.1720      26.9480
   68      1168.5715   1664287980.4953  -0.1432   0.0032      1.8460      26.4856
   69      1183.4402   1664287995.3639  -0.1216   0.0032      2.7800      28.6656
   70      1186.9849   1664287998.9086  -0.1088   0.0032      0.5420      27.8080
   71      1212.3945   1664288024.3183  -0.1600   0.0040      2.0600      27.1928
   72      1220.5713   1664288032.4950  -0.0656   0.0032      0.5700      27.7712
   73      1251.8671   1664288063.7908  -0.1600   0.0040      3.8120      27.6336
   74      1294.9054   1664288106.8292  -0.1192   0.0032      0.9100      27.4880
   75      1329.8615   1664288141.7852  -0.1560   0.0032      1.4480      27.4688
   76      1343.7312   1664288155.6549  -0.1480   0.0032      0.8300      27.9152
   77      1369.5519   1664288181.4756  -0.1600   0.0040      1.2760      27.7080
   78      1384.2140   1664288196.1377  -0.1600   0.0040      1.0240      27.8800
   79      1386.5131   1664288198.4369  -0.1048   0.0032      1.5840      27.8328
   80      1386.9729   1664288198.8966  -0.0968   0.0032      1.0280      27.1184
   81      1390.7050   1664288202.6288  -0.1472   0.0040      0.7260      27.6952
   82      1393.6248   1664288205.5486  -0.1600   0.0032      4.1000      28.0272
   83      1394.9147   1664288206.8384  -0.0896   0.0032      1.0760      28.2096
   84      1402.4967   1664288214.4205  -0.0520   0.0032      0.7300      28.4152
   85      1414.1372   1664288226.0610  -0.0624   0.0032      3.0500      28.3848
   86      1418.6653   1664288230.5890  -0.1600   0.0032      0.5120      27.8912
   87      1437.1702   1664288249.0940  -0.1600   0.0032      1.4100      27.7656
   88      1448.8084   1664288260.7321  -0.1240   0.0032      0.5080      27.3256
   89      1469.9775   1664288281.9012  -0.1456   0.0032      0.9100      27.8360
   90      1496.0023   1664288307.9260  -0.1496   0.0032      8.8380      27.6216
   91      1508.0514   1664288319.9752  -0.1232   0.0032      1.6660      27.5792
   92      1530.6313   1664288342.5551  -0.1600   0.0032      0.5400      25.1952
   93      1556.2634   1664288368.1872  -0.0904   0.0032      1.0600      28.5896
   94      1570.5326   1664288382.4564  -0.1264   0.0032      0.5600      27.8176
   95      1616.0297   1664288427.9534  -0.0824   0.0032      0.5840      27.7480
   96      1633.3468   1664288445.2705  -0.1320   0.0032      1.3220      26.6264
   97      1634.8667   1664288446.7904  -0.1344   0.0032      0.8280      27.7032
   98      1651.3473   1664288463.2710  -0.0496   0.0032      6.0100      28.0656
   99      1655.0915   1664288467.0152  -0.1600   0.0032      1.6060      26.7952
  100      1669.7656   1664288481.6894  -0.1520   0.0040      1.4460      26.9448
  101      1714.6375   1664288526.5613  -0.1600   0.0040      2.7680      29.0056
  102      1747.5494   1664288559.4731  -0.0824   0.0032      3.0880      27.3056
  103      1770.9509   1664288582.8747  -0.1600   0.0040      2.6360      27.2328
  104      1791.7056   1664288603.6293  -0.1600   0.0032      0.9740      26.9240
  105      1792.8161   1664288604.7399  -0.0896   0.0032      2.4500      27.4784
  106      1805.4557   1664288617.3794  -0.1600   0.0032      2.3580      27.3264
  107      1814.2658   1664288626.1895  -0.1488   0.0032      5.6000      26.9696
  108      1882.6534   1664288694.5772  -0.1120   0.0032      3.7020      27.2704
  109      1897.5438   1664288709.4676  -0.1600   0.0032      1.7240      26.1368
  110      1899.2397   1664288711.1635  -0.1408   0.0032      1.1580      27.5696
  111      1914.3180   1664288726.2417  -0.1408   0.0032      5.6140      27.2024
  112      1939.1084   1664288751.0322  -0.0880   0.0032      4.0740      27.9392
  113      1964.9352   1664288776.8589  -0.1472   0.0032      1.1420      27.1864
  114      1979.2290   1664288791.1528  -0.1480   0.0032      0.9400      26.6224
  115      2020.4573   1664288832.3810  -0.1600   0.0032      1.9320      26.8040
  116      2028.0409   1664288839.9647  -0.1600   0.0040      0.6480      28.3248
  117      2043.7233   1664288855.6470  -0.1344   0.0032      2.9820      27.3088
  118      2043.9632   1664288855.8870  -0.1600   0.0032      4.5600      28.0936
  119      2045.2827   1664288857.2064  -0.1600   0.0032      8.3960      27.5832
  120      2055.7006   1664288867.6244  -0.1600   0.0032      1.6280      27.5736
  121      2064.2864   1664288876.2102  -0.1600   0.0032      2.0700      27.7424
  122      2078.3640   1664288890.2878  -0.1440   0.0032      0.8360      27.5104
  123      2097.0924   1664288909.0161  -0.1192   0.0032      8.5800      27.3384
  124      2103.8632   1664288915.7870  -0.1552   0.0032      0.7720      28.4680
  125      2109.0010   1664288920.9248  -0.1096   0.0032      1.1540      28.8816
  126      2141.7221   1664288953.6458  -0.1200   0.0032      0.5840      27.2144
  127      2198.7736   1664289010.6974  -0.1248   0.0032      0.8020      27.3904
  128      2214.6566   1664289026.5803  -0.1600   0.0032      3.2580      26.9976
  129      2219.7943   1664289031.7181  -0.1600   0.0040      0.8720      27.4776
  130      2226.1512   1664289038.0749  -0.0400   0.0032      1.0920      28.9672
  131      2227.2410   1664289039.1648  -0.1136   0.0032      1.0860      28.0008
  132      2268.0611   1664289079.9848  -0.1048   0.0032      1.8840      27.1656
  133      2291.6508   1664289103.5745  -0.1080   0.0032      1.2200      28.1696
  134      2323.5356   1664289135.4593  -0.1256   0.0032      3.4600      27.0808
  135      2344.0829   1664289156.0067  -0.1264   0.0032      5.6080      27.0536
  136      2349.8329   1664289161.7567  -0.0880   0.0032     11.2540      27.8928
  137      2389.0158   1664289200.9396  -0.1432   0.0032      3.1680      27.9816
  138      2397.4106   1664289209.3344  -0.1600   0.0040      9.0080      27.8792
  139      2421.4173   1664289233.3410  -0.0936   0.0032      6.0040      27.6192
  140      2430.8185   1664289242.7422  -0.1600   0.0040      1.4560      27.0144
  141      2433.9386   1664289245.8623  -0.1568   0.0040      0.6000      28.2384
  142      2454.4823   1664289266.4060  -0.1600   0.0032      7.3220      27.8752
  143      2458.0100   1664289269.9338  -0.0512   0.0032      6.2980      28.9376
  144      2461.1386   1664289273.0623  -0.1600   0.0032      1.2920      28.4136
  145      2465.4762   1664289277.3999  -0.0640   0.0032      1.2580      28.6704
  146      2485.6073   1664289297.5311  -0.0968   0.0032      0.6480      28.4048
  147      2521.3698   1664289333.2935  -0.0880   0.0032      3.2380      27.2440
  148      2542.5172   1664289354.4410  -0.1488   0.0032      0.8720      27.6272
  149      2560.4350   1664289372.3588  -0.1600   0.0032      3.8740      26.6312
  150      2570.4410   1664289382.3648  -0.1600   0.0032      1.3220      27.3368
  151      2618.1397   1664289430.0635  -0.1592   0.0032      2.5300      27.3808
  152      2623.2796   1664289435.2034  -0.1600   0.0032      2.7980      27.9912
  153      2635.9202   1664289447.8440  -0.1600   0.0032      0.6040      26.8824
  154      2694.1681   1664289506.0919  -0.1600   0.0032      2.2900      27.2984
  155      2701.5317   1664289513.4554  -0.0480   0.0032      0.7540      28.4856
  156      2704.6484   1664289516.5722  -0.1600   0.0032      4.7180      27.8744
  157      2718.4978   1664289530.4216  -0.1296   0.0032      1.9980      28.2048
  158      2723.0292   1664289534.9529  -0.0912   0.0032      7.6400      27.7784
  159      2732.0240   1664289543.9478  -0.1600   0.0032      2.2180      27.3056
  160      2759.4545   1664289571.3782  -0.1544   0.0032      2.0040      27.6672
  161      2761.5543   1664289573.4780  -0.1600   0.0040      0.9160      27.4888
  162      2763.8546   1664289575.7783  -0.1296   0.0032      5.3720      27.4960
  163      2792.3153   1664289604.2390  -0.1600   0.0040      1.8760      27.3568
  164      2796.8573   1664289608.7811  -0.1328   0.0032      4.1540      27.9216
  165      2803.6037   1664289615.5275  -0.1272   0.0032      1.6200      28.1576
  166      2814.4170   1664289626.3407  -0.1600   0.0032      2.6620      28.1168
  167      2816.5294   1664289628.4532  -0.1600   0.0040      0.9180      28.0824
  168      2825.1467   1664289637.0704  -0.1600   0.0032      8.4160      27.7928
  169      2829.4736   1664289641.3973  -0.1600   0.0032      1.6320      27.5816
  170      2848.4239   1664289660.3476  -0.1152   0.0032      0.5860      28.3576
  171      2850.9441   1664289662.8679  -0.1360   0.0032      1.5740      27.5328
  172      2859.7297   1664289671.6535  -0.1552   0.0032      2.8160      27.6216
  173      2864.2726   1664289676.1964  -0.1016   0.0032      7.1760      28.4936
  174      2887.8778   1664289699.8015  -0.1600   0.0032      1.2320      28.2992
  175      2894.0398   1664289705.9636  -0.1432   0.0032      0.7040      27.3784
  176      2910.3328   1664289722.2565  -0.1600   0.0032      5.4940      27.5584
  177      2915.6823   1664289727.6061  -0.1600   0.0040      2.1900      26.8216
  178      2916.7622   1664289728.6859  -0.1600   0.0032      2.8780      28.6248
  179      2922.5131   1664289734.4369  -0.1464   0.0032      0.8320      27.7664
  180      2926.4435   1664289738.3672  -0.0304   0.0032      5.7920      28.8144
  181      2958.5575   1664289770.4812  -0.1600   0.0032      1.8960      28.0968
  182      2960.0529   1664289771.9766  -0.0880   0.0032      1.7140      29.0728
  183      2966.0112   1664289777.9349  -0.0792   0.0032      0.8420      28.6392
  184      3027.3212   1664289839.2449  -0.1600   0.0032      2.7060      27.7360
  185      3052.5450   1664289864.4688  -0.1000   0.0032      2.6220      28.0480
  186      3054.8440   1664289866.7678  -0.1160   0.0032      1.1340      28.2216
  187      3065.2645   1664289877.1883  -0.0480   0.0032      3.7920      28.7864
  188      3088.6747   1664289900.5984  -0.1600   0.0032      6.2180      27.7424
  189      3111.8549   1664289923.7786  -0.1392   0.0032      1.1400      27.8024
  190      3156.5323   1664289968.4560  -0.1600   0.0032      1.4620      27.7288
  191      3169.7950   1664289981.7187  -0.1600   0.0032      0.7120      27.1544
  192      3170.8847   1664289982.8085  -0.1600   0.0032      2.6000      27.4264
  193      3172.5738   1664289984.4976  -0.1056   0.0032      2.1980      27.7264
  194      3200.8456   1664290012.7693  -0.1392   0.0032      1.3440      28.5072
  195      3210.0278   1664290021.9515  -0.1224   0.0032      5.7160      27.7048
  196      3211.5435   1664290023.4672  -0.1504   0.0032      1.4080      26.5184
  197      3244.0571   1664290055.9809  -0.1264   0.0032      3.4960      28.4280
  198      3250.4361   1664290062.3599  -0.1600   0.0032      0.7640      27.7984
  199      3257.8136   1664290069.7373  -0.1400   0.0032      3.1160      27.5880
  200      3268.8385   1664290080.7623  -0.0360   0.0032      1.2880      29.2064
  201      3295.4696   1664290107.3934  -0.1600   0.0080      0.6520      37.6728
  202      3313.0161   1664290124.9398  -0.1600   0.0032      2.2840      28.0840
  203      3336.2160   1664290148.1397  -0.0432   0.0032      1.8480      28.7160
  204      3339.1347   1664290151.0584  -0.1152   0.0032      2.6540      27.7728
  205      3342.8396   1664290154.7633  -0.0784   0.0032      0.9680      27.2544
  206      3352.2389   1664290164.1627  -0.1240   0.0032      0.7260      26.1720
  207      3359.4179   1664290171.3416  -0.1600   0.0032      4.1240      27.9136
  208      3372.0655   1664290183.9893  -0.0944   0.0032      3.2360      28.2368
  209      3375.1845   1664290187.1082  -0.1456   0.0032      1.8200      27.6872
  210      3410.5213   1664290222.4450  -0.1352   0.0032      1.0940      27.2832
  211      3432.8992   1664290244.8230  -0.1312   0.0032      0.9700      27.5904
  212      3455.4841   1664290267.4079  -0.1272   0.0032      4.5780      27.4560
  213      3457.1894   1664290269.1131  -0.1600   0.0032      1.1760      26.5664
  214      3499.6337   1664290311.5575  -0.1600   0.0040      1.4060      27.1088
  215      3516.7372   1664290328.6610  -0.1312   0.0032      2.6820      27.9304
  216      3540.9554   1664290352.8792  -0.0432   0.0032      3.8520      28.3936
  217      3551.1830   1664290363.1068  -0.0832   0.0032      1.0520      27.7632
  218      3553.0923   1664290365.0161  -0.1384   0.0032      3.2840      26.5880
  219      3567.5454   1664290379.4691  -0.1088   0.0032      2.8880      28.3696
  220      3576.3369   1664290388.2607  -0.1600   0.0032      3.9400      27.9128
  221      3584.5249   1664290396.4486  -0.0768   0.0032      2.6260      28.4872
  222      3592.7117   1664290404.6355  -0.1232   0.0032      4.5180      27.4144
  223      3608.6108   1664290420.5345  -0.1344   0.0032      2.7380      28.0616
