Data taking started at   1664294842.0286 seconds (2022-09-27 12:07:22.028607)
Event     Delta Time     Absolute Time   min[V]   max[V]   Delay[us]   pulse size
 1510     25784.3384   1664320626.3670  -0.1184   0.0032      2.3700      27.5360
 1511     25804.2651   1664320646.2937  -0.0992   0.0032      0.7120      27.9008
 1512     25831.5292   1664320673.5578  -0.0688   0.0032      1.4060      28.9080
 1513     25847.4176   1664320689.4462  -0.1600   0.0032      1.2260      27.8760
 1514     25873.6497   1664320715.6783  -0.1600   0.0032      1.2120      28.5280
 1515     25875.7491   1664320717.7777  -0.0608   0.0032      5.6960      29.1216
 1516     25878.2685   1664320720.2971  -0.0808   0.0032      1.2240      27.9872
 1517     25905.9068   1664320747.9354  -0.1600   0.0032      1.0240      26.4480
 1518     25911.0555   1664320753.0841  -0.1528   0.0032      4.6640      27.6776
 1519     25966.4743   1664320808.5029  -0.1320   0.0032      1.1580      27.4128
 1520     25966.9452   1664320808.9738  -0.1376   0.0032      1.1540      28.5520
 1521     25968.6367   1664320810.6653  -0.1360   0.0032      2.2660      27.7328
 1522     25980.2719   1664320822.3005  -0.0640   0.0032      3.6300      28.3560
 1523     26026.3622   1664320868.3908  -0.1296   0.0032      4.0000      26.9176
 1524     26042.0461   1664320884.0747  -0.0728   0.0032      0.6020      28.1448
 1525     26051.2392   1664320893.2678  -0.1600   0.0032      5.8800      27.5016
 1526     26058.0229   1664320900.0515  -0.1600   0.0032      0.5400      28.5768
 1527     26089.5393   1664320931.5679  -0.1600   0.0032      2.6780      27.3104
 1528     26097.7119   1664320939.7405  -0.1376   0.0032      0.5520      28.5512
 1529     26101.0209   1664320943.0495  -0.1600   0.0032      9.7260      27.7784
 1530     26104.7532   1664320946.7818  -0.0928   0.0032      0.5220      27.3920
 1531     26119.0267   1664320961.0553  -0.1456   0.0032      2.3780      26.9200
 1532     26136.3265   1664320978.3551  -0.1600   0.0040      2.7780      27.1152
 1533     26146.1450   1664320988.1736  -0.1600   0.0040      0.6040      27.4280
 1534     26159.4033   1664321001.4319  -0.0536   0.0032      0.6400      28.7080
 1535     26193.9481   1664321035.9767  -0.1600   0.0040      4.2480      26.7352
 1536     26211.0451   1664321053.0738  -0.1600   0.0040      1.3880      27.2520
 1537     26227.3383   1664321069.3669  -0.1456   0.0032      0.6280      27.1312
 1538     26239.3720   1664321081.4006  -0.0896   0.0032      2.1980      28.1544
 1539     26241.2833   1664321083.3119  -0.1176   0.0032      3.0500      27.5856
 1540     26251.1111   1664321093.1397  -0.0944   0.0032      4.7980      28.8720
 1541     26299.8417   1664321141.8703  -0.0600   0.0032      0.9360      28.6200
 1542     26318.9968   1664321161.0254  -0.0744   0.0032      0.6560      28.6568
 1543     26322.9218   1664321164.9504  -0.0848   0.0032      0.9660      27.3376
 1544     26323.6117   1664321165.6403  -0.1552   0.0032      0.6980      28.1880
 1545     26360.1931   1664321202.2217  -0.0448   0.0032      1.7600      29.0696
 1546     26379.1269   1664321221.1555  -0.1216   0.0032      3.1280      28.1360
 1547     26385.2845   1664321227.3131  -0.1024   0.0032      0.6100      28.3264
 1548     26408.4777   1664321250.5063  -0.1600   0.0040      1.3020      27.5496
 1549     26421.5394   1664321263.5680  -0.1416   0.0032      0.8120      27.7632
 1550     26459.5451   1664321301.5737  -0.1600   0.0040      2.4460      28.3416
 1551     26469.5446   1664321311.5732  -0.1600   0.0104      0.6860      40.3248
 1552     26471.0461   1664321313.0747  -0.0384   0.0032      0.8340      28.5024
 1553     26505.7804   1664321347.8090  -0.1600   0.0040      1.4760      28.4256
 1554     26546.8347   1664321388.8633  -0.1320   0.0032      1.0980      26.8648
 1555     26563.5441   1664321405.5727  -0.0544   0.0032      2.6360      27.6632
 1556     26593.4274   1664321435.4560  -0.1320   0.0032      1.9140      27.8624
 1557     26593.9084   1664321435.9370  -0.0984   0.0032      8.6860      28.4144
 1558     26596.8307   1664321438.8593  -0.1600   0.0040      3.5120      27.7848
 1559     26628.5532   1664321470.5818  -0.1472   0.0032      3.1640      28.1240
 1560     26641.3890   1664321483.4176  -0.0896   0.0032      2.2280      27.3088
 1561     26681.4050   1664321523.4336  -0.1600   0.0032      1.0700      27.9512
 1562     26686.5536   1664321528.5822  -0.1600   0.0032      5.7700      27.5904
 1563     26770.7655   1664321612.7941  -0.1600   0.0032      2.0440      27.6864
 1564     26794.5597   1664321636.5883  -0.1600   0.0032      1.6160      27.2240
 1565     26803.3482   1664321645.3768  -0.1480   0.0032      6.5860      27.2536
 1566     26803.7979   1664321645.8265  -0.1072   0.0032      8.3340      27.3624
 1567     26811.7854   1664321653.8140  -0.1600   0.0032      1.5740      27.6136
 1568     26825.4372   1664321667.4658  -0.0648   0.0032      0.5420      27.2720
 1569     26843.7585   1664321685.7871  -0.0824   0.0032      1.0680      28.7840
 1570     26866.3369   1664321708.3655  -0.1096   0.0032      3.0140      28.2184
 1571     26882.4254   1664321724.4540  -0.1160   0.0032      2.4880      29.1384
 1572     26952.2398   1664321794.2684  -0.1472   0.0032      6.7980      28.6944
 1573     26953.7394   1664321795.7680  -0.1240   0.0032      7.3920      28.2712
 1574     26961.3164   1664321803.3450  -0.1600   0.0040      0.6960      27.2680
 1575     26967.4836   1664321809.5122  -0.1304   0.0032      2.4280      28.8944
 1576     26980.7294   1664321822.7580  -0.1600   0.0032      2.4720      27.6072
 1577     26982.6348   1664321824.6634  -0.1600   0.0032      1.8500      27.8568
 1578     26999.1456   1664321841.1742  -0.1600   0.0040      1.9640      28.1040
 1579     27094.7032   1664321936.7318  -0.1440   0.0032      4.3080      27.2632
 1580     27106.1200   1664321948.1486  -0.1016   0.0032      3.2340      27.3944
 1581     27113.0938   1664321955.1224  -0.0776   0.0032      1.8000      28.4112
 1582     27113.3544   1664321955.3830  -0.0936   0.0032      0.8300      27.7600
 1583     27122.1498   1664321964.1784  -0.1072   0.0032      0.9840      28.0288
 1584     27124.4692   1664321966.4978  -0.1200   0.0032      0.9700      27.4192
 1585     27125.5588   1664321967.5874  -0.1600   0.0032      2.9500      27.9896
 1586     27132.7360   1664321974.7646  -0.1600   0.0032      5.8060      27.5184
 1587     27170.1131   1664322012.1417  -0.1224   0.0032      2.6960      28.0920
 1588     27170.3430   1664322012.3716  -0.1368   0.0032      1.7660      28.3832
 1589     27172.8540   1664322014.8826  -0.1064   0.0032      1.5280      28.6768
 1590     27187.5286   1664322029.5572  -0.1400   0.0032      2.7600      28.0880
 1591     27208.2825   1664322050.3111  -0.0952   0.0032      1.9700      27.8752
 1592     27233.5012   1664322075.5298  -0.1576   0.0032      4.1040      28.1776
 1593     27274.3249   1664322116.3535  -0.0888   0.0032      1.8080      28.2664
 1594     27303.5819   1664322145.6105  -0.1600   0.0040      4.7800      27.9584
 1595     27310.5356   1664322152.5642  -0.0904   0.0032      2.1320      27.9496
 1596     27320.3755   1664322162.4041  -0.1008   0.0032      5.9400      27.6360
 1597     27324.5142   1664322166.5428  -0.1600   0.0032      2.2600      27.5752
 1598     27325.1942   1664322167.2228  -0.1224   0.0032      0.6780      28.5392
 1599     27337.6287   1664322179.6573  -0.1088   0.0032      1.7620      28.6016
 1600     27350.2700   1664322192.2986  -0.1600   0.0032      4.9520      27.7792
 1601     27352.3739   1664322194.4025  -0.1600   0.0040      0.5420      28.4480
 1602     27374.5540   1664322216.5826  -0.1600   0.0032      6.2620      27.5968
 1603     27379.9227   1664322221.9513  -0.1008   0.0032      2.9260      27.3968
 1604     27412.6391   1664322254.6677  -0.0704   0.0032      3.7060      28.1880
 1605     27427.5160   1664322269.5446  -0.0336   0.0032      0.6100      28.8232
 1606     27438.9478   1664322280.9764  -0.1600   0.0040      0.9220      28.2376
 1607     27452.4065   1664322294.4351  -0.1328   0.0032      3.9760      28.2464
 1608     27486.3472   1664322328.3759  -0.1280   0.0032      6.8620      27.9424
 1609     27501.8373   1664322343.8659  -0.1600   0.0032      1.8900      28.3776
 1610     27510.4395   1664322352.4681  -0.0360   0.0024      1.8580      28.3120
 1611     27517.1934   1664322359.2220  -0.0960   0.0032      0.5200      28.2888
 1612     27520.0922   1664322362.1208  -0.1600   0.0032      0.8780      27.4872
 1613     27534.5526   1664322376.5812  -0.1360   0.0032      1.8920      27.2296
 1614     27550.6333   1664322392.6619  -0.1576   0.0032      0.9360      27.2272
 1615     27560.6444   1664322402.6730  -0.1600   0.0040      1.7180      27.1248
 1616     27570.0573   1664322412.0859  -0.1352   0.0032      0.9400      28.2072
 1617     27571.9687   1664322413.9973  -0.0752   0.0032      0.8900      27.5592
 1618     27582.7822   1664322424.8108  -0.1400   0.0032      7.7080      27.8080
 1619     27603.5471   1664322445.5757  -0.1400   0.0032      3.6560      27.9040
 1620     27608.2780   1664322450.3067  -0.1120   0.0032      2.6560      27.5016
 1621     27665.5166   1664322507.5452  -0.0816   0.0032      2.6300      28.7064
 1622     27681.2117   1664322523.2403  -0.1160   0.0032      1.0960      28.4992
 1623     27686.7739   1664322528.8025  -0.1488   0.0032      1.7700      27.8304
 1624     27688.8662   1664322530.8948  -0.1192   0.0032      3.6480      27.4544
 1625     27697.2798   1664322539.3084  -0.0848   0.0032      4.7180      28.1016
 1626     27725.1226   1664322567.1512  -0.1600   0.0032      2.9640      27.4656
 1627     27763.5289   1664322605.5576  -0.1176   0.0032      1.2120      27.5016
 1628     27787.3153   1664322629.3439  -0.0856   0.0032      7.8280      28.0640
 1629     27799.9837   1664322642.0123  -0.1272   0.0032      2.2760      28.0128
 1630     27833.9104   1664322675.9390  -0.1600   0.0088      0.6760      39.3384
 1631     27853.4457   1664322695.4743  -0.1600   0.0032      2.4180      27.8520
 1632     27888.5841   1664322730.6128  -0.1328   0.0032      0.9280      28.3832
 1633     27893.7353   1664322735.7639  -0.1440   0.0032      3.6480      27.9592
 1634     27940.0511   1664322782.0797  -0.0536   0.0032      1.6060      28.6200
 1635     27947.6151   1664322789.6437  -0.1392   0.0032      2.3640      27.6688
 1636     27972.8199   1664322814.8485  -0.1272   0.0032      3.9120      27.4976
 1637     27990.1416   1664322832.1702  -0.0736   0.0032      1.8560      28.1816
 1638     27991.4324   1664322833.4610  -0.1600   0.0040      1.4500      26.7112
 1639     27991.6922   1664322833.7208  -0.1600   0.0032      3.3440      27.1312
 1640     27997.6355   1664322839.6641  -0.0648   0.0032      0.5320      28.9776
 1641     28017.7819   1664322859.8106  -0.1208   0.0032      5.0220      27.9864
 1642     28029.2080   1664322871.2366  -0.1408   0.0032      2.3600      27.8104
 1643     28031.3302   1664322873.3588  -0.1584   0.0040      3.6700      27.5304
 1644     28041.7526   1664322883.7812  -0.1112   0.0032      2.6700      27.8448
 1645     28055.8071   1664322897.8358  -0.0592   0.0032      1.9860      29.0976
 1646     28061.1452   1664322903.1738  -0.0712   0.0032      2.3300      28.0176
 1647     28066.0925   1664322908.1212  -0.1600   0.0032      0.7860      28.4256
 1648     28079.7372   1664322921.7658  -0.1240   0.0032      3.5140      27.8600
 1649     28113.6666   1664322955.6952  -0.1600   0.0032      1.9200      26.9104
 1650     28267.2123   1664323109.2409  -0.1112   0.0032      1.2540      28.2104
 1651     28276.6274   1664323118.6560  -0.1280   0.0032      4.3240      27.3128
 1652     28282.9714   1664323125.0000  -0.0536   0.0032      9.8060      28.1248
 1653     28293.7859   1664323135.8145  -0.1600   0.0040      2.2380      27.2048
 1654     28301.9741   1664323144.0027  -0.1576   0.0032      4.7560      28.0128
 1655     28318.0533   1664323160.0819  -0.1032   0.0032      0.5640      28.1368
 1656     28329.4847   1664323171.5133  -0.1600   0.0032      2.1360      27.7632
 1657     28339.7067   1664323181.7353  -0.0672   0.0032      2.9460      28.1088
 1658     28362.6976   1664323204.7263  -0.0848   0.0032      1.6040      27.5200
 1659     28363.1588   1664323205.1874  -0.1408   0.0032      6.4060      26.8280
 1660     28372.1506   1664323214.1792  -0.0832   0.0032      2.7480      27.7648
 1661     28385.5965   1664323227.6251  -0.0960   0.0032      1.3780      27.5776
 1662     28393.5786   1664323235.6072  -0.1600   0.0032      4.3540      27.8016
 1663     28423.8636   1664323265.8922  -0.0880   0.0032     11.6160      28.4056
 1664     28461.2400   1664323303.2686  -0.1312   0.0032      0.8380      26.8504
 1665     28474.7186   1664323316.7473  -0.1600   0.0040      1.3640      26.7416
 1666     28504.1869   1664323346.2155  -0.0848   0.0032      1.2440      28.1816
 1667     28508.1215   1664323350.1501  -0.1600   0.0040      0.5160      28.6328
 1668     28512.4598   1664323354.4884  -0.1600   0.0040      1.2100      27.3280
 1669     28526.5270   1664323368.5556  -0.1280   0.0032      0.7960      28.4296
 1670     28553.7831   1664323395.8117  -0.1400   0.0032      7.6920      26.7520
 1671     28559.3273   1664323401.3560  -0.1600   0.0032      0.9600      25.9136
 1672     28594.0780   1664323436.1066  -0.0664   0.0032      0.7400      28.8600
 1673     28603.2840   1664323445.3126  -0.1600   0.0040      2.0280      28.2544
 1674     28686.4895   1664323528.5181  -0.1600   0.0032      4.4780      28.5864
 1675     28735.8406   1664323577.8692  -0.0968   0.0032      2.7800      28.3888
 1676     28778.0742   1664323620.1028  -0.1384   0.0032      3.1820      27.3616
 1677     28781.5828   1664323623.6114  -0.1408   0.0032      2.7820      27.7288
 1678     28804.1665   1664323646.1951  -0.0792   0.0032      2.6480      28.5696
 1679     28837.4886   1664323679.5172  -0.1424   0.0032      1.0940      27.3824
 1680     28839.9875   1664323682.0161  -0.1600   0.0032      1.9320      27.5488
 1681     28884.8681   1664323726.8967  -0.1600   0.0040      0.8500      27.7280
 1682     28892.6508   1664323734.6794  -0.1064   0.0032      0.7300      27.9680
 1683     28896.1534   1664323738.1820  -0.1336   0.0032      3.4380      27.3304
 1684     28907.3857   1664323749.4143  -0.1424   0.0032      2.1960      27.5872
 1685     28967.6702   1664323809.6988  -0.0840   0.0032      5.2240      28.2824
 1686     28968.1303   1664323810.1589  -0.0736   0.0032      4.4600      28.0088
 1687     28968.3903   1664323810.4189  -0.1088   0.0032      4.6080      27.7992
 1688     28999.0802   1664323841.1088  -0.1600   0.0032      6.2840      28.1240
 1689     29011.9472   1664323853.9758  -0.0720   0.0032      2.3680      28.8856
 1690     29058.8556   1664323900.8842  -0.0640   0.0032      1.6240      29.4656
 1691     29092.4009   1664323934.4295  -0.1568   0.0032      1.8900      27.1144
 1692     29093.6919   1664323935.7205  -0.1600   0.0032      2.5800      27.3928
 1693     29093.9517   1664323935.9803  -0.1352   0.0032      7.4460      27.3928
 1694     29100.1212   1664323942.1498  -0.1480   0.0032      1.5380      27.7232
 1695     29100.3711   1664323942.3997  -0.1600   0.0032      0.9280      28.2496
 1696     29140.7861   1664323982.8147  -0.0984   0.0032      7.4860      28.4680
 1697     29141.8756   1664323983.9042  -0.0480   0.0032      2.6820      28.5288
 1698     29152.0980   1664323994.1266  -0.1600   0.0040      1.4600      27.8648
 1699     29178.7250   1664324020.7536  -0.1352   0.0032      1.5640      27.8064
 1700     29181.2444   1664324023.2730  -0.1600   0.0032      3.4280      27.0840
 1701     29203.2284   1664324045.2570  -0.1192   0.0032      1.5340      28.7752
 1702     29229.8616   1664324071.8902  -0.1600   0.0032      7.4340      26.1864
 1703     29245.9509   1664324087.9795  -0.0872   0.0032      1.2540      28.2928
 1704     29252.9243   1664324094.9529  -0.0976   0.0032      2.7440      27.8936
 1705     29269.8433   1664324111.8719  -0.1120   0.0032      1.2620      28.0976
 1706     29272.9619   1664324114.9905  -0.1256   0.0032      5.2160      28.0912
 1707     29291.4717   1664324133.5003  -0.1600   0.0032      4.7080      28.0072
 1708     29293.7709   1664324135.7995  -0.0624   0.0032      1.1240      28.4136
 1709     29311.7146   1664324153.7432  -0.0568   0.0032      1.1160      29.0816
 1710     29318.4590   1664324160.4876  -0.1528   0.0032      0.5900      27.9760
 1711     29346.3066   1664324188.3352  -0.1536   0.0032      0.9580      27.9072
 1712     29357.3184   1664324199.3470  -0.1600   0.0032      0.8300      27.6848
 1713     29362.8606   1664324204.8892  -0.1560   0.0032      1.9240      26.9768
 1714     29378.5430   1664324220.5716  -0.0992   0.0032      6.3720      28.0656
 1715     29476.1440   1664324318.1726  -0.1600   0.0040      2.2560      28.1640
 1716     29480.8781   1664324322.9068  -0.0744   0.0032      0.9280      28.9336
 1717     29484.4089   1664324326.4375  -0.1048   0.0032      1.6000      27.5352
 1718     29490.7830   1664324332.8116  -0.1600   0.0040      0.5940      26.7704
 1719     29502.8100   1664324344.8386  -0.1496   0.0032      2.2680      27.3656
 1720     29508.9590   1664324350.9876  -0.1600   0.0040      2.1220      27.2128
 1721     29519.9912   1664324362.0198  -0.1600   0.0088      0.6680      39.1192
 1722     29521.2818   1664324363.3104  -0.0864   0.0032      1.7100      27.8024
 1723     29522.5734   1664324364.6020  -0.1424   0.0032      0.6660      27.7608
 1724     29532.9724   1664324375.0011  -0.1600   0.0032      8.6080      26.8184
 1725     29544.6069   1664324386.6355  -0.0808   0.0032      4.5940      28.0032
 1726     29570.8315   1664324412.8601  -0.0752   0.0032      1.6080      28.5888
 1727     29576.8027   1664324418.8313  -0.1600   0.0040      6.3680      29.0968
 1728     29622.4800   1664324464.5086  -0.1192   0.0032      0.5740      28.2104
 1729     29631.6802   1664324473.7088  -0.0960   0.0032      2.4860      27.8016
 1730     29644.5225   1664324486.5511  -0.1600   0.0032      1.0760      27.9688
 1731     29658.4130   1664324500.4416  -0.1600   0.0032      0.5200      27.4640
 1732     29665.5904   1664324507.6190  -0.1176   0.0032      1.7100      27.2408
 1733     29676.2160   1664324518.2446  -0.0736   0.0032      1.9300      27.9312
 1734     29692.1074   1664324534.1360  -0.1232   0.0032      2.4780      27.5728
 1735     29696.4379   1664324538.4665  -0.1504   0.0032      1.0540      27.0624
 1736     29696.6781   1664324538.7067  -0.0968   0.0032      2.2340      28.3072
 1737     29775.4049   1664324617.4335  -0.0832   0.0032      4.4620      28.1616
 1738     29777.3012   1664324619.3299  -0.1096   0.0032      2.2600      27.1048
 1739     29791.9588   1664324633.9874  -0.1600   0.0032      2.4580      28.2048
 1740     29803.3939   1664324645.4225  -0.1056   0.0032      3.4200      28.6056
 1741     29823.7357   1664324665.7643  -0.1312   0.0032      0.7220      27.6920
 1742     29836.9827   1664324679.0113  -0.1048   0.0032      1.8100      28.3568
 1743     29867.6833   1664324709.7119  -0.1560   0.0032      4.4560      27.5328
 1744     29883.5724   1664324725.6010  -0.1600   0.0032      6.0180      27.1016
 1745     29890.5401   1664324732.5687  -0.1600   0.0032      2.8720      27.9104
 1746     29895.0905   1664324737.1191  -0.1048   0.0032      1.0800      28.1512
 1747     29904.2723   1664324746.3009  -0.1600   0.0032      5.2680      27.8048
 1748     29920.1601   1664324762.1887  -0.1592   0.0032      1.0720      28.2552
 1749     29928.5470   1664324770.5756  -0.1192   0.0032      0.9000      28.9128
 1750     29943.2087   1664324785.2373  -0.1456   0.0032      2.8480      27.6560
 1751     29968.8219   1664324810.8505  -0.1600   0.0040      0.6500      27.2880
 1752     29988.7636   1664324830.7922  -0.0384   0.0032      1.4740      29.2136
 1753     29997.1796   1664324839.2082  -0.1296   0.0032      1.2220      26.5256
 1754     30002.1335   1664324844.1622  -0.0688   0.0032      7.2500      28.4528
 1755     30050.6613   1664324892.6899  -0.1600   0.0032      0.6200      27.6840
 1756     30054.1703   1664324896.1989  -0.1536   0.0040      2.1700      27.4664
 1757     30055.8595   1664324897.8882  -0.1600   0.0040      2.7600      28.2088
 1758     30071.7519   1664324913.7805  -0.1600   0.0040      1.0060      28.7504
 1759     30087.8370   1664324929.8656  -0.0992   0.0032      5.9660      28.1304
 1760     30102.7195   1664324944.7481  -0.1184   0.0032      2.6020      27.9848
 1761     30131.3764   1664324973.4050  -0.0504   0.0032      3.1320      28.7848
 1762     30152.7275   1664324994.7561  -0.0704   0.0032      0.8680      28.1904
 1763     30169.4286   1664325011.4573  -0.0776   0.0032      5.1760      28.7760
 1764     30209.2386   1664325051.2672  -0.1568   0.0032      0.8520      27.6856
 1765     30220.8758   1664325062.9044  -0.1600   0.0032      2.0000      28.1680
 1766     30224.3976   1664325066.4262  -0.1600   0.0040      0.6860      27.8968
 1767     30225.0879   1664325067.1165  -0.0984   0.0032      0.8600      27.8936
 1768     30242.0233   1664325084.0519  -0.1448   0.0032      0.5740      27.5328
 1769     30267.2402   1664325109.2688  -0.0904   0.0032      1.2120      28.4608
 1770     30275.0271   1664325117.0557  -0.0784   0.0032      2.7380      29.4176
 1771     30278.7507   1664325120.7793  -0.1600   0.0040      2.5060      26.9264
 1772     30295.2445   1664325137.2731  -0.1600   0.0080      0.6660      36.8432
 1773     30303.0181   1664325145.0467  -0.1600   0.0032      6.0660      26.9880
 1774     30304.7076   1664325146.7362  -0.1600   0.0032      2.5860      26.9496
 1775     30314.5247   1664325156.5533  -0.1096   0.0032      2.1360      27.9792
 1776     30317.4409   1664325159.4695  -0.0512   0.0032      5.7240      28.0600
 1777     30328.2741   1664325170.3027  -0.1600   0.0040      0.8420      27.5464
 1778     30368.6987   1664325210.7273  -0.1600   0.0032      1.0840      27.5648
 1779     30393.7180   1664325235.7466  -0.1600   0.0032      1.8180      27.8672
 1780     30415.0802   1664325257.1088  -0.0656   0.0032      1.3820      28.2904
 1781     30423.8684   1664325265.8970  -0.1600   0.0032      5.4920      26.4784
 1782     30483.5509   1664325325.5795  -0.1104   0.0032      1.2720      27.9448
 1783     30488.6956   1664325330.7242  -0.0672   0.0032      2.2880      28.3768
 1784     30502.5558   1664325344.5844  -0.1600   0.0032      4.7440      26.7568
 1785     30503.4452   1664325345.4739  -0.1440   0.0032      0.8360      27.1272
 1786     30509.3897   1664325351.4183  -0.1592   0.0032      2.9860      26.9232
 1787     30529.3286   1664325371.3572  -0.1120   0.0032      0.8580      28.3288
 1788     30533.6732   1664325375.7018  -0.1056   0.0032      3.3320      28.9960
 1789     30534.7529   1664325376.7815  -0.0440   0.0032      1.7320      29.1280
 1790     30555.5047   1664325397.5333  -0.1168   0.0032      1.5320      27.8872
 1791     30565.7167   1664325407.7453  -0.1600   0.0040      2.5080      28.6272
 1792     30570.4559   1664325412.4845  -0.1600   0.0040      1.9120      28.1528
 1793     30581.2835   1664325423.3121  -0.1600   0.0032      3.3000      27.8336
 1794     30591.0779   1664325433.1065  -0.1568   0.0032      5.2160      26.9984
 1795     30600.2700   1664325442.2986  -0.1600   0.0040      1.4640      28.2616
 1796     30616.1577   1664325458.1863  -0.1320   0.0032      4.6980      27.1520
 1797     30633.0737   1664325475.1023  -0.1008   0.0032      2.7300      28.0488
 1798     30649.3680   1664325491.3966  -0.1408   0.0032     11.8700      28.6952
 1799     30674.5664   1664325516.5950  -0.1600   0.0040      2.0560      27.1696
 1800     30703.0181   1664325545.0467  -0.1600   0.0032      1.5100      26.9912
 1801     30719.9256   1664325561.9542  -0.0856   0.0032      1.7780      28.6384
 1802     30762.5637   1664325604.5924  -0.1600   0.0032      2.2620      27.9080
 1803     30803.9994   1664325646.0280  -0.1600   0.0040     11.8140      28.3624
 1804     30831.8354   1664325673.8640  -0.0632   0.0032      1.1720      27.8808
 1805     30842.8470   1664325684.8756  -0.1008   0.0032      1.0940      28.1184
 1806     30849.0180   1664325691.0466  -0.1464   0.0032      1.8760      27.3736
 1807     30857.1997   1664325699.2283  -0.1400   0.0032      8.8860      26.8688
 1808     30876.3319   1664325718.3605  -0.1600   0.0032      1.5600      26.9920
 1809     30889.1807   1664325731.2093  -0.1376   0.0032      2.8420      27.9400
 1810     30902.6383   1664325744.6669  -0.1328   0.0032      3.3040      27.2112
 1811     30904.1378   1664325746.1664  -0.1456   0.0032      3.3860      27.9008
 1812     30932.4011   1664325774.4297  -0.0656   0.0032      2.5220      28.9560
 1813     30945.4434   1664325787.4720  -0.0736   0.0032      3.1100      27.7400
 1814     30945.7249   1664325787.7535  -0.1072   0.0032      4.1480      27.7104
 1815     30951.0945   1664325793.1231  -0.1600   0.0032      0.8720      27.2840
 1816     30951.9941   1664325794.0227  -0.1416   0.0032      1.4500      27.6536
 1817     30978.4247   1664325820.4533  -0.1000   0.0032      2.4940      27.3352
 1818     31004.6503   1664325846.6789  -0.0792   0.0032      7.3080      27.6856
 1819     31005.7400   1664325847.7686  -0.1568   0.0032      1.8640      27.6328
 1820     31041.3025   1664325883.3311  -0.1384   0.0032      2.3520      26.8376
 1821     31045.4361   1664325887.4647  -0.0648   0.0032      7.6500      27.0184
 1822     31047.1475   1664325889.1761  -0.1088   0.0032      1.3880      27.6504
 1823     31076.8339   1664325918.8625  -0.1408   0.0032      3.9780      28.2840
 1824     31079.5566   1664325921.5852  -0.0856   0.0032      0.8800      27.3064
 1825     31123.2146   1664325965.2432  -0.1448   0.0032      2.9760      26.7672
 1826     31141.1229   1664325983.1515  -0.1080   0.0032      1.8720      28.2448
 1827     31149.3067   1664325991.3353  -0.0456   0.0032      1.9680      28.3048
 1828     31152.4323   1664325994.4609  -0.1600   0.0040      2.6000      27.6696
 1829     31200.1513   1664326042.1799  -0.0536   0.0032      2.8920      27.4200
 1830     31237.1189   1664326079.1476  -0.0864   0.0032      0.6280      27.7360
 1831     31255.6500   1664326097.6786  -0.1344   0.0032      5.4020      27.0208
 1832     31272.1594   1664326114.1880  -0.1304   0.0032      1.8660      26.7872
 1833     31275.6853   1664326117.7139  -0.0816   0.0032      0.7660      27.7784
 1834     31288.9411   1664326130.9697  -0.0880   0.0032      2.0460      28.1400
 1835     31311.5327   1664326153.5613  -0.1560   0.0032      1.5740      26.4968
 1836     31319.7161   1664326161.7448  -0.1032   0.0032      0.7240      26.7976
 1837     31327.8797   1664326169.9083  -0.1336   0.0032      2.9880      26.8016
 1838     31341.1290   1664326183.1576  -0.0824   0.0032      3.1340      28.5880
 1839     31371.6138   1664326213.6424  -0.0944   0.0032      4.8900      27.3896
 1840     31377.9609   1664326219.9895  -0.1216   0.0032      1.7060      26.9392
 1841     31410.6829   1664326252.7115  -0.0984   0.0032      0.6700      27.1088
 1842     31417.4378   1664326259.4664  -0.1456   0.0032      2.4280      28.3496
 1843     31425.6220   1664326267.6506  -0.1184   0.0032      3.1080      27.9176
 1844     31429.5538   1664326271.5824  -0.1360   0.0032      1.3760      27.6912
 1845     31432.4790   1664326274.5076  -0.1600   0.0040      1.5680      27.7440
 1846     31460.3140   1664326302.3426  -0.1600   0.0032      0.7140      26.4848
 1847     31462.0055   1664326304.0341  -0.1056   0.0032      1.0100      27.1168
 1848     31485.4037   1664326327.4323  -0.0896   0.0032      9.3020      28.8320
 1849     31505.1332   1664326347.1618  -0.1536   0.0032      3.4260      27.8352
 1850     31541.3035   1664326383.3321  -0.0456   0.0032      0.8080      28.9456
 1851     31542.7944   1664326384.8230  -0.1600   0.0032      2.0400      27.7144
 1852     31585.0335   1664326427.0622  -0.1488   0.0032      4.9040      27.4288
 1853     31615.7128   1664326457.7414  -0.1096   0.0032      6.8660      27.9360
 1854     31624.9096   1664326466.9382  -0.0656   0.0032      6.9900      28.7784
 1855     31631.6793   1664326473.7079  -0.0808   0.0032      5.1840      28.8616
 1856     31664.8050   1664326506.8336  -0.0696   0.0032      1.8260      28.7664
 1857     31694.0802   1664326536.1088  -0.1600   0.0040      1.6180      29.0720
 1858     31697.0036   1664326539.0322  -0.1408   0.0032      8.0900      27.8712
 1859     31730.3251   1664326572.3537  -0.1200   0.0032      1.3820      27.6520
 1860     31737.5039   1664326579.5325  -0.1040   0.0032      6.5800      28.1872
 1861     31756.4161   1664326598.4447  -0.0832   0.0032      2.6220      28.3240
 1862     31757.7056   1664326599.7342  -0.1600   0.0040      4.5200      29.3088
 1863     31778.0414   1664326620.0700  -0.1256   0.0032      3.5740      27.3400
 1864     31796.5760   1664326638.6046  -0.1600   0.0032      5.5040      27.0576
 1865     31820.7863   1664326662.8149  -0.0536   0.0032      2.3760      28.2320
 1866     31865.2529   1664326707.2815  -0.1496   0.0032      2.0380      27.1960
