Data taking started at   1664294842.0286 seconds (2022-09-27 12:07:22.028607)
Event     Delta Time     Absolute Time   min[V]   max[V]   Delay[us]   pulse size
 3871     64193.4018   1664359035.4304  -0.1600   0.0040      2.1820      29.0368
 3872     64214.7719   1664359056.8005  -0.1600   0.0032      1.1700      26.9376
 3873     64216.6675   1664359058.6961  -0.1592   0.0032      1.9780      27.7072
 3874     64231.1205   1664359073.1491  -0.0728   0.0032      3.9440      28.0032
 3875     64283.6967   1664359125.7254  -0.1504   0.0032      0.6560      27.3736
 3876     64304.8477   1664359146.8763  -0.1128   0.0032     10.4660      28.3976
 3877     64307.3474   1664359149.3760  -0.1600   0.0032      2.4120      27.2728
 3878     64359.9228   1664359201.9514  -0.0656   0.0032      6.2700      28.9424
 3879     64361.8388   1664359203.8674  -0.1600   0.0032      2.2180      27.9576
 3880     64365.7744   1664359207.8030  -0.1600   0.0032      4.5960      27.8168
 3881     64392.3987   1664359234.4273  -0.1600   0.0032      4.9580      27.9336
 3882     64404.8390   1664359246.8676  -0.1568   0.0032      1.6300      27.7592
 3883     64414.4503   1664359256.4789  -0.1600   0.0032      0.8320      27.5560
 3884     64438.8720   1664359280.9006  -0.1296   0.0032      3.8720      27.9080
 3885     64469.7766   1664359311.8052  -0.1600   0.0096      0.6640      39.9560
 3886     64473.7048   1664359315.7334  -0.1024   0.0032      0.9100      28.1472
 3887     64491.6296   1664359333.6582  -0.0624   0.0032      1.6360      28.4448
 3888     64519.2841   1664359361.3127  -0.1200   0.0032      2.2980      27.2872
 3889     64520.7840   1664359362.8126  -0.1600   0.0032      5.8160      27.7600
 3890     64544.7932   1664359386.8219  -0.1600   0.0040      1.4940      27.9480
 3891     64545.2333   1664359387.2619  -0.1600   0.0032      4.3120      27.0920
 3892     64646.8625   1664359488.8911  -0.0976   0.0032      1.1260      28.4600
 3893     64670.6780   1664359512.7067  -0.1448   0.0032      3.8580      28.0392
 3894     64687.3681   1664359529.3967  -0.1168   0.0032      2.1320      27.7152
 3895     64703.8804   1664359545.9090  -0.1600   0.0088      0.6660      40.1160
 3896     64710.4423   1664359552.4709  -0.1408   0.0032      1.8920      29.2960
 3897     64723.4937   1664359565.5223  -0.1536   0.0032      3.0980      28.1632
 3898     64726.0158   1664359568.0444  -0.1592   0.0032      1.9280      27.7976
 3899     64738.0675   1664359580.0961  -0.1600   0.0040      1.8960      28.0128
 3900     64750.9110   1664359592.9396  -0.1600   0.0040      1.4840      28.1264
 3901     64776.9386   1664359618.9672  -0.1400   0.0032      3.4300      27.8824
 3902     64796.2660   1664359638.2946  -0.1232   0.0032      5.6000      28.6552
 3903     64827.7559   1664359669.7845  -0.1032   0.0032      1.5600      28.5984
 3904     64841.2074   1664359683.2360  -0.1600   0.0032      0.6620      27.7944
 3905     64842.0973   1664359684.1259  -0.1600   0.0032      2.5060      27.1248
 3906     64863.4676   1664359705.4962  -0.1600   0.0032      3.9100      28.0776
 3907     64873.8866   1664359715.9152  -0.0960   0.0032      1.3980      28.4592
 3908     64874.1265   1664359716.1551  -0.1600   0.0032      0.6380      28.2592
 3909     64879.4633   1664359721.4919  -0.1600   0.0040      0.7680      28.0312
 3910     64887.4565   1664359729.4851  -0.0616   0.0032      3.5340      29.1024
 3911     64899.8986   1664359741.9272  -0.1248   0.0032      1.1360      28.4912
 3912     64911.7515   1664359753.7801  -0.1600   0.0032      9.4200      27.0792
 3913     64959.2666   1664359801.2952  -0.1600   0.0040      5.7000      29.2984
 3914     64967.6440   1664359809.6726  -0.0984   0.0032      0.6920      28.4976
 3915     64979.0775   1664359821.1061  -0.1088   0.0032      1.1860      28.4768
 3916     64979.9506   1664359821.9792  -0.1248   0.0032      8.0680      27.4816
 3917     64982.4621   1664359824.4907  -0.0776   0.0032      2.1780      28.9888
 3918     65003.0243   1664359845.0529  -0.0768   0.0032      1.9860      27.8952
 3919     65017.1061   1664359859.1347  -0.1056   0.0032      2.8740      28.0384
 3920     65020.8247   1664359862.8533  -0.1240   0.0032      0.6240      27.6880
 3921     65034.0814   1664359876.1100  -0.0960   0.0032      0.6300      28.7000
 3922     65054.2339   1664359896.2625  -0.1568   0.0032      3.6860      27.5896
 3923     65055.9328   1664359897.9614  -0.1600   0.0040      0.6240      27.7184
 3924     65061.6987   1664359903.7274  -0.0760   0.0032      1.2380      28.5528
 3925     65062.1590   1664359904.1876  -0.0784   0.0032      2.4140      27.8072
 3926     65085.1486   1664359927.1772  -0.1528   0.0032      1.0840      27.6864
 3927     65088.0683   1664359930.0969  -0.0776   0.0032      2.4160      28.0160
 3928     65114.8957   1664359956.9243  -0.1456   0.0032      1.0920      28.3176
 3929     65118.4232   1664359960.4518  -0.1456   0.0032      1.5660      27.4048
 3930     65157.6170   1664359999.6456  -0.1600   0.0032      1.5360      28.4632
 3931     65164.9993   1664360007.0279  -0.1496   0.0032      2.6560      28.0432
 3932     65179.2709   1664360021.2995  -0.0600   0.0032      1.7860      28.4744
 3933     65209.3446   1664360051.3733  -0.1480   0.0032      2.5140      27.1912
 3934     65231.0975   1664360073.1261  -0.0456   0.0032      1.0040      28.6808
 3935     65253.0616   1664360095.0902  -0.1160   0.0032      1.8000      28.4104
 3936     65278.4768   1664360120.5054  -0.0912   0.0032      0.9240      27.6360
 3937     65340.3853   1664360182.4139  -0.0728   0.0032      2.1380      27.9032
 3938     65379.9889   1664360222.0176  -0.1312   0.0032      4.1620      27.5560
 3939     65388.9817   1664360231.0103  -0.0944   0.0032      0.7100      28.5240
 3940     65407.1006   1664360249.1292  -0.1064   0.0032      3.7680      27.5016
 3941     65408.3900   1664360250.4186  -0.1600   0.0032      0.7020      28.0656
 3942     65410.6861   1664360252.7147  -0.0928   0.0032      2.3100      26.9344
 3943     65447.6565   1664360289.6851  -0.1600   0.0032      1.6460      26.6024
 3944     65457.8567   1664360299.8854  -0.0536   0.0032      2.6000      27.7776
 3945     65498.4895   1664360340.5181  -0.1024   0.0032      5.2000      27.9872
 3946     65546.0022   1664360388.0308  -0.1600   0.0040      1.4220      27.7816
 3947     65555.3961   1664360397.4247  -0.1600   0.0032      0.8380      26.9584
 3948     65573.1198   1664360415.1484  -0.0712   0.0032      7.6360      29.0448
 3949     65585.5816   1664360427.6103  -0.1520   0.0032      0.9040      26.7928
 3950     65691.8826   1664360533.9112  -0.1024   0.0032      1.4840      27.9872
 3951     65711.8178   1664360553.8464  -0.1600   0.0040      0.5540      27.1080
 3952     65791.9506   1664360633.9792  -0.1184   0.0032      3.2000      27.3768
 3953     65807.2413   1664360649.2699  -0.1264   0.0032      1.1160      27.0480
 3954     65831.8520   1664360673.8806  -0.1440   0.0032      1.2660      27.5832
 3955     65848.1438   1664360690.1725  -0.1600   0.0032      6.6540      27.9664
 3956     65857.7369   1664360699.7655  -0.1600   0.0032      3.7540      28.2240
 3957     65869.7711   1664360711.7997  -0.1120   0.0032      4.0080      26.9192
 3958     65871.0600   1664360713.0886  -0.1080   0.0032      2.1120      27.8952
 3959     65881.2564   1664360723.2850  -0.1544   0.0032      0.6020      27.0608
 3960     65905.4560   1664360747.4846  -0.1080   0.0032      2.7740      27.8728
 3961     65921.1572   1664360763.1858  -0.1600   0.0040      0.6820      28.0504
 3962     65923.4547   1664360765.4833  -0.1504   0.0032      3.7240      26.6944
 3963     65975.6289   1664360817.6575  -0.1280   0.0032      4.3200      28.2432
 3964     65976.7399   1664360818.7685  -0.1600   0.0040      0.8520      27.5072
 3965     65989.5830   1664360831.6116  -0.0840   0.0032      1.2640      27.3352
 3966     65991.6835   1664360833.7121  -0.0888   0.0032      1.5760      27.3448
 3967     66007.9698   1664360849.9984  -0.1600   0.0040      3.8280      27.4160
 3968     66013.1339   1664360855.1625  -0.1328   0.0032      0.8240      27.4232
 3969     66089.6388   1664360931.6674  -0.1472   0.0032      0.7100      27.8448
 3970     66093.7774   1664360935.8060  -0.1480   0.0032      0.7580      27.7616
 3971     66094.2170   1664360936.2456  -0.1600   0.0040      3.0060      28.4424
 3972     66103.0009   1664360945.0295  -0.1600   0.0040      2.4640      27.0976
 3973     66125.7551   1664360967.7837  -0.1600   0.0032      1.5620      27.0624
 3974     66151.5772   1664360993.6058  -0.1600   0.0032      1.6400      28.7312
 3975     66152.8629   1664360994.8915  -0.0592   0.0032      2.9720      28.9808
 3976     66180.0976   1664361022.1262  -0.0712   0.0032      7.8220      28.3400
 3977     66188.0845   1664361030.1131  -0.0664   0.0032      4.4100      27.7784
 3978     66198.0809   1664361040.1095  -0.1600   0.0032      1.5500      27.9336
 3979     66198.7607   1664361040.7893  -0.1600   0.0104      0.6660      41.5600
 3980     66222.1656   1664361064.1942  -0.1208   0.0032     10.7740      28.3240
 3981     66225.5224   1664361067.5510  -0.1600   0.0032      1.4300      27.6520
 3982     66231.2851   1664361073.3137  -0.1600   0.0088      0.6760      38.3960
 3983     66254.4714   1664361096.5000  -0.0576   0.0032      5.0820      28.9080
 3984     66277.4454   1664361119.4740  -0.1472   0.0032      3.0780      26.7248
 3985     66292.9343   1664361134.9629  -0.1600   0.0032      4.8220      27.3856
 3986     66313.6753   1664361155.7039  -0.0768   0.0032      1.1680      28.7768
 3987     66321.0531   1664361163.0817  -0.1600   0.0104      0.6680      42.1912
 3988     66367.3399   1664361209.3685  -0.1600   0.0032      4.0840      26.8656
 3989     66368.2296   1664361210.2582  -0.1600   0.0032      1.4040      26.9328
 3990     66427.1007   1664361269.1293  -0.1312   0.0032      1.5100      27.2032
 3991     66433.2578   1664361275.2864  -0.1304   0.0032      2.0120      26.6960
 3992     66460.6993   1664361302.7279  -0.1600   0.0032      2.0700      28.6416
 3993     66477.3868   1664361319.4154  -0.0840   0.0032      2.6320      27.3136
 3994     66484.7677   1664361326.7963  -0.1368   0.0032      6.9800      27.9032
 3995     66514.4527   1664361356.4813  -0.1384   0.0032      2.6300      26.8400
 3996     66523.0448   1664361365.0734  -0.1360   0.0032      0.9980      27.9984
 3997     66541.9748   1664361384.0034  -0.1416   0.0032      8.2600      26.9360
 3998     66569.6262   1664361411.6548  -0.0952   0.0032      1.3100      27.1080
 3999     66575.9991   1664361418.0277  -0.1112   0.0032      2.5060      27.9472
 4000     66600.1859   1664361442.2145  -0.1600   0.0080      0.6760      37.1032
 4001     66613.8386   1664361455.8672  -0.1200   0.0032      0.9700      26.9064
 4002     66619.8023   1664361461.8309  -0.1600   0.0040      0.7780      27.3648
 4003     66637.7303   1664361479.7589  -0.1600   0.0032      0.8420      27.1648
 4004     66638.6297   1664361480.6583  -0.0680   0.0032      1.8980      28.0296
 4005     66643.3686   1664361485.3972  -0.1144   0.0032      1.2200      27.0952
 4006     66646.3035   1664361488.3322  -0.0776   0.0032     10.6960      27.4280
 4007     66647.6092   1664361489.6378  -0.0768   0.0032      2.6600      27.7576
 4008     66696.9413   1664361538.9699  -0.0968   0.0032      1.2100      27.8224
 4009     66697.6215   1664361539.6501  -0.1120   0.0032      1.7120      27.5656
 4010     66780.0152   1664361622.0438  -0.0960   0.0032      0.6680      28.0952
 4011     66826.5323   1664361668.5609  -0.1600   0.0032      1.2940      27.3456
 4012     66857.0341   1664361699.0627  -0.1056   0.0032      2.9800      28.4160
 4013     66878.6070   1664361720.6357  -0.1368   0.0032      3.2740      28.0456
 4014     66921.4463   1664361763.4749  -0.1120   0.0032      1.1320      27.3824
 4015     66936.3228   1664361778.3514  -0.0832   0.0032      7.7120      27.9960
 4016     66944.3051   1664361786.3337  -0.1600   0.0032      2.4580      27.9216
 4017     66961.0067   1664361803.0353  -0.1080   0.0032      0.6600      27.8680
 4018     66975.0781   1664361817.1067  -0.1280   0.0032      1.2120      27.6584
 4019     66986.6961   1664361828.7247  -0.1384   0.0032      2.8700      27.0800
 4020     66995.2781   1664361837.3067  -0.1232   0.0032      1.6100      27.6928
 4021     67022.9215   1664361864.9501  -0.1296   0.0032      2.7160      26.2112
 4022     67027.6643   1664361869.6929  -0.0848   0.0032      1.6660      27.9312
 4023     67041.9358   1664361883.9644  -0.1024   0.0032      6.1520      27.9752
 4024     67048.2894   1664361890.3180  -0.0720   0.0032      1.5760      28.3544
 4025     67052.4221   1664361894.4508  -0.1600   0.0032      2.4360      26.0640
 4026     67057.9765   1664361900.0051  -0.1192   0.0032      0.8140      28.1032
 4027     67063.3191   1664361905.3477  -0.0880   0.0032      1.3020      27.3560
 4028     67065.2183   1664361907.2469  -0.0976   0.0032      1.0560      28.1424
 4029     67068.7574   1664361910.7860  -0.0880   0.0032      1.0620      27.8024
 4030     67083.0183   1664361925.0469  -0.0784   0.0032      1.7100      28.3480
 4031     67093.8521   1664361935.8807  -0.1600   0.0040      0.7920      27.8312
 4032     67101.8316   1664361943.8602  -0.1504   0.0032      1.6600      27.4160
 4033     67108.8118   1664361950.8404  -0.1232   0.0032      4.5620      27.3864
 4034     67123.6855   1664361965.7141  -0.1408   0.0032      0.8720      27.5480
 4035     67157.8083   1664361999.8369  -0.1312   0.0032     11.0520      27.7744
 4036     67203.0919   1664362045.1205  -0.1304   0.0032      0.6360      26.7704
 4037     67234.1848   1664362076.2135  -0.1008   0.0032      8.4920      27.7272
 4038     67270.3463   1664362112.3749  -0.0768   0.0032      0.7340      27.8536
 4039     67278.7330   1664362120.7616  -0.1032   0.0032      1.0180      27.6728
 4040     67281.6652   1664362123.6938  -0.1128   0.0032      1.5600      27.6752
 4041     67284.7801   1664362126.8087  -0.1600   0.0040      1.7740      27.9048
 4042     67316.7019   1664362158.7305  -0.1368   0.0032      1.4380      27.4288
 4043     67321.4477   1664362163.4763  -0.1600   0.0032      3.8620      26.9080
 4044     67353.3722   1664362195.4008  -0.1600   0.0032      1.5980      27.7472
 4045     67405.5454   1664362247.5740  -0.1224   0.0032      5.3820      28.2528
 4046     67420.2202   1664362262.2488  -0.1240   0.0032      5.3960      28.1496
 4047     67447.4556   1664362289.4842  -0.0592   0.0032      0.8540      28.9160
 4048     67453.6036   1664362295.6322  -0.1600   0.0040      1.0220      27.2952
 4049     67457.3079   1664362299.3365  -0.1600   0.0040      0.8640      26.8800
 4050     67458.7973   1664362300.8259  -0.1120   0.0032      2.5140      27.6544
 4051     67467.1939   1664362309.2225  -0.1600   0.0032      2.1700      27.2920
 4052     67477.1881   1664362319.2168  -0.1600   0.0040      1.4960      28.0432
 4053     67505.2482   1664362347.2768  -0.0688   0.0032      1.0360      29.2824
 4054     67527.2332   1664362369.2618  -0.1080   0.0032      3.8500      28.4752
 4055     67535.4148   1664362377.4434  -0.1248   0.0032     11.1940      28.2664
 4056     67536.9209   1664362378.9495  -0.1056   0.0032      1.4620      27.4024
 4057     67570.4382   1664362412.4668  -0.1120   0.0032      1.0540      27.9272
 4058     67600.3101   1664362442.3387  -0.1224   0.0032      6.2960      27.3344
 4059     67616.2162   1664362458.2448  -0.0448   0.0032      4.5480      28.2440
 4060     67630.2616   1664362472.2902  -0.1032   0.0032      0.7400      28.0272
 4061     67639.2573   1664362481.2859  -0.1232   0.0032      1.4160      26.8880
 4062     67641.5564   1664362483.5850  -0.1600   0.0032      1.5720      27.6480
 4063     67644.0561   1664362486.0847  -0.1200   0.0032      2.8840      27.7832
 4064     67653.2489   1664362495.2775  -0.0608   0.0032      2.3980      28.0640
 4065     67658.9870   1664362501.0156  -0.1272   0.0032      1.8800      27.5152
 4066     67680.5450   1664362522.5736  -0.1224   0.0032      2.6400      27.5968
 4067     67719.5303   1664362561.5589  -0.1600   0.0032      3.5900      27.3496
 4068     67729.9622   1664362571.9908  -0.1600   0.0032      1.4400      26.9896
 4069     67743.6256   1664362585.6542  -0.1304   0.0032      1.4140      27.1944
 4070     67776.3253   1664362618.3539  -0.0888   0.0032      1.7180      27.9000
 4071     67776.5654   1664362618.5940  -0.1600   0.0032      3.7920      26.7408
 4072     67811.5043   1664362653.5329  -0.1296   0.0032      2.1400      27.4352
 4073     67819.0812   1664362661.1099  -0.1304   0.0032      1.3140      27.3496
 4074     67919.8993   1664362761.9279  -0.1072   0.0032      0.9060      27.0560
 4075     67927.8928   1664362769.9214  -0.1000   0.0032      1.2380      27.4536
 4076     67936.2721   1664362778.3007  -0.0704   0.0032      2.0480      27.3232
 4077     67945.2656   1664362787.2942  -0.0816   0.0032      1.1020      27.6272
 4078     68004.5137   1664362846.5424  -0.1600   0.0032      0.7060      26.5400
 4079     68016.5482   1664362858.5768  -0.0656   0.0032      0.7400      28.2088
 4080     68101.7689   1664362943.7975  -0.1576   0.0040      1.0580      26.6064
 4081     68125.9813   1664362968.0099  -0.1600   0.0032      0.9220      27.5832
 4082     68144.3200   1664362986.3486  -0.0472   0.0032      1.8080      28.1872
 4083     68147.4356   1664362989.4642  -0.1032   0.0032      1.8400      26.9968
 4084     68158.4596   1664363000.4882  -0.0752   0.0032      0.9860      27.2176
 4085     68182.6740   1664363024.7026  -0.0672   0.0032      8.2500      27.9600
 4086     68195.9355   1664363037.9641  -0.0664   0.0032      2.7480      27.9272
 4087     68208.9776   1664363051.0062  -0.1600   0.0040      3.0920      27.2704
 4088     68290.5427   1664363132.5713  -0.1600   0.0040      2.4700      27.6232
 4089     68333.3846   1664363175.4132  -0.1600   0.0032      7.1660      27.1672
 4090     68334.0756   1664363176.1042  -0.1600   0.0080      0.6700      36.2304
 4091     68339.2136   1664363181.2422  -0.1096   0.0032      5.3020      27.3536
 4092     68356.7269   1664363198.7555  -0.1136   0.0032      1.0080      26.6352
 4093     68359.4493   1664363201.4780  -0.1208   0.0032      2.8860      27.6040
 4094     68361.9687   1664363203.9973  -0.1232   0.0032     10.2920      27.8688
 4095     68403.8250   1664363245.8536  -0.1600   0.0032      1.3900      27.3440
 4096     68408.3683   1664363250.3969  -0.0616   0.0032      2.3700      28.0688
 4097     68413.9025   1664363255.9311  -0.1584   0.0032      5.7060      26.4840
 4098     68453.1062   1664363295.1349  -0.0640   0.0032      2.5920      27.8040
 4099     68461.7093   1664363303.7379  -0.0568   0.0032     10.3800      27.8824
 4100     68468.8835   1664363310.9121  -0.1264   0.0032      5.7360      28.1640
 4101     68472.8076   1664363314.8362  -0.1600   0.0040      2.8480      27.3200
 4102     68474.5038   1664363316.5324  -0.0952   0.0032      1.5240      27.2880
 4103     68499.9151   1664363341.9437  -0.0624   0.0032      1.0440      27.9064
 4104     68509.5279   1664363351.5565  -0.0808   0.0032      1.8900      27.2264
 4105     68515.2723   1664363357.3009  -0.1144   0.0032      3.1900      27.6688
 4106     68527.5033   1664363369.5319  -0.1400   0.0032      1.7780      27.7200
 4107     68528.1929   1664363370.2215  -0.1600   0.0032      0.9700      27.9392
 4108     68529.5025   1664363371.5311  -0.1600   0.0032      2.4960      27.3528
 4109     68531.6013   1664363373.6300  -0.1200   0.0032      4.9360      28.2864
 4110     68546.4827   1664363388.5113  -0.1424   0.0032      4.0800      27.2376
 4111     68548.3927   1664363390.4213  -0.1096   0.0032      6.6860      27.9792
 4112     68565.7134   1664363407.7420  -0.0920   0.0032      0.6620      27.3184
 4113     68572.8825   1664363414.9111  -0.1152   0.0032      1.8360      26.8800
 4114     68579.4432   1664363421.4719  -0.1248   0.0032      2.2520      26.7584
 4115     68583.9712   1664363425.9998  -0.1600   0.0032      1.8700      27.8920
 4116     68585.2605   1664363427.2891  -0.1296   0.0032      1.7420      27.2696
 4117     68613.5268   1664363455.5554  -0.0928   0.0032      6.5000      27.3512
 4118     68691.4518   1664363533.4804  -0.0952   0.0032      1.0720      26.2736
 4119     68725.1704   1664363567.1990  -0.1600   0.0032      2.5160      27.4672
 4120     68728.0791   1664363570.1077  -0.1600   0.0040      0.7180      27.4024
 4121     68738.2998   1664363580.3284  -0.1576   0.0032      2.3540      27.2008
 4122     68757.8324   1664363599.8610  -0.1600   0.0032      3.3820      28.4824
 4123     68783.2523   1664363625.2809  -0.1088   0.0032      5.7540      27.7992
 4124     68788.8015   1664363630.8301  -0.1248   0.0032      3.3880      27.6272
 4125     68848.8837   1664363690.9123  -0.1576   0.0032      2.7280      27.7552
 4126     68849.1248   1664363691.1534  -0.1600   0.0032      4.0580      27.4552
 4127     68870.0574   1664363712.0860  -0.1600   0.0032      6.2560      27.0792
 4128     68904.6060   1664363746.6346  -0.1224   0.0032      1.4680      27.1360
 4129     68921.3097   1664363763.3383  -0.1448   0.0032      0.9400      27.1304
 4130     68943.8963   1664363785.9249  -0.1600   0.0032      3.1540      26.7792
 4131     68981.2702   1664363823.2988  -0.1032   0.0032      2.7840      27.8688
 4132     68984.5920   1664363826.6207  -0.0952   0.0032      7.2580      27.7592
 4133     68986.8914   1664363828.9200  -0.0912   0.0032      0.5040      27.9944
 4134     68997.4941   1664363839.5227  -0.1600   0.0032      1.9820      27.8744
 4135     69023.3232   1664363865.3518  -0.1600   0.0032      1.0380      27.0600
 4136     69024.0128   1664363866.0414  -0.1184   0.0032      2.5480      28.0552
 4137     69028.7408   1664363870.7694  -0.1520   0.0032      3.2440      27.1888
 4138     69032.0691   1664363874.0977  -0.1168   0.0032      1.9420      27.6488
 4139     69064.3600   1664363906.3886  -0.1488   0.0032      4.1180      27.5680
 4140     69071.9295   1664363913.9582  -0.1600   0.0032      2.6400      27.2120
 4141     69073.4163   1664363915.4449  -0.1328   0.0032      1.5900      28.9688
 4142     69074.9360   1664363916.9646  -0.1296   0.0032      2.0000      27.1240
 4143     69092.2265   1664363934.2551  -0.1600   0.0032      0.8880      27.2744
 4144     69094.5551   1664363936.5837  -0.1208   0.0032      7.6620      27.3304
 4145     69104.5608   1664363946.5894  -0.1528   0.0032      1.8720      27.7400
 4146     69123.9039   1664363965.9325  -0.1600   0.0032      1.2840      27.5064
 4147     69137.7886   1664363979.8172  -0.1600   0.0040      0.9340      28.0752
 4148     69153.2933   1664363995.3219  -0.1096   0.0032      2.0180      27.7152
 4149     69162.7056   1664364004.7342  -0.1000   0.0032      4.1800      26.9720
 4150     69165.0245   1664364007.0531  -0.1600   0.0032      0.5620      27.3888
 4151     69169.5644   1664364011.5930  -0.1600   0.0032      2.4080      27.2712
 4152     69176.1366   1664364018.1652  -0.1536   0.0040      0.9240      27.8312
 4153     69193.8563   1664364035.8850  -0.0760   0.0032      8.0980      28.0880
 4154     69196.3556   1664364038.3842  -0.0912   0.0032      3.0420      27.8800
 4155     69211.2152   1664364053.2438  -0.0584   0.0032      0.6640      28.4312
 4156     69211.9047   1664364053.9333  -0.1600   0.0040      0.7640      26.9528
 4157     69222.9170   1664364064.9456  -0.1272   0.0032      7.5340      27.0384
 4158     69243.2721   1664364085.3007  -0.1600   0.0040      2.0480      28.8456
 4159     69246.5906   1664364088.6192  -0.1464   0.0032      0.9420      28.2248
 4160     69292.0688   1664364134.0974  -0.0984   0.0032      3.1380      28.2424
 4161     69302.1006   1664364144.1293  -0.1592   0.0032      4.6760      27.2744
 4162     69319.8312   1664364161.8598  -0.0816   0.0032      1.5640      28.5520
 4163     69328.2253   1664364170.2539  -0.1600   0.0040      2.6620      28.0872
 4164     69332.9636   1664364174.9922  -0.0968   0.0032      1.8400      28.2344
 4165     69336.8916   1664364178.9202  -0.0664   0.0032      1.3440      27.6520
 4166     69340.4245   1664364182.4531  -0.0864   0.0032      0.6600      27.8552
 4167     69343.9361   1664364185.9647  -0.1600   0.0032      1.8680      28.2472
 4168     69353.3396   1664364195.3683  -0.0728   0.0032      3.3820      28.1296
 4169     69382.8139   1664364224.8425  -0.1048   0.0032      2.5820      27.9632
 4170     69384.5147   1664364226.5433  -0.1368   0.0032      2.1820      28.2216
 4171     69388.2364   1664364230.2651  -0.1600   0.0032      3.0860      27.1992
 4172     69469.8065   1664364311.8351  -0.1240   0.0032      1.1960      26.1528
 4173     69475.3744   1664364317.4030  -0.0872   0.0032      6.2500      27.9752
 4174     69483.5470   1664364325.5756  -0.1552   0.0032      2.0520      26.5192
 4175     69486.2757   1664364328.3043  -0.1600   0.0032      0.9380      27.0824
 4176     69495.8720   1664364337.9006  -0.0528   0.0032      0.6020      28.3024
 4177     69575.6247   1664364417.6533  -0.1288   0.0032      0.8020      27.1904
 4178     69577.1137   1664364419.1424  -0.1600   0.0040      3.4260      28.4104
 4179     69591.9891   1664364434.0177  -0.1288   0.0032      2.4820      27.1600
 4180     69599.7682   1664364441.7969  -0.0480   0.0032      9.2360      28.5808
 4181     69623.7662   1664364465.7948  -0.1152   0.0032      9.6880      28.4776
 4182     69625.8779   1664364467.9065  -0.1600   0.0032      1.8380      26.8488
 4183     69633.4649   1664364475.4935  -0.1600   0.0032      1.6020      26.7736
 4184     69635.7840   1664364477.8126  -0.1360   0.0032      2.6520      28.0248
 4185     69690.7994   1664364532.8280  -0.1416   0.0032      1.7180      27.7048
 4186     69750.0879   1664364592.1165  -0.1600   0.0072      0.6740      36.4016
 4187     69759.8883   1664364601.9169  -0.1600   0.0032      1.3060      27.4240
 4188     69775.1724   1664364617.2010  -0.1592   0.0032      0.8740      26.6648
 4189     69789.8372   1664364631.8658  -0.0824   0.0032      6.2500      28.0296
 4190     69822.7446   1664364664.7732  -0.0680   0.0032      1.1280      28.6432
 4191     69864.1721   1664364706.2007  -0.1304   0.0032      3.2140      27.4552
 4192     69867.3008   1664364709.3294  -0.0760   0.0032      4.4460      28.0960
 4193     69870.4195   1664364712.4481  -0.0544   0.0032      0.6020      29.1136
 4194     69879.8153   1664364721.8439  -0.1200   0.0032      1.8700      27.4136
 4195     69884.1534   1664364726.1820  -0.1600   0.0040      1.5700      27.8736
 4196     69901.6720   1664364743.7006  -0.1600   0.0032      2.8420      28.2992
 4197     69904.7954   1664364746.8240  -0.1600   0.0032      1.9120      27.4792
 4198     69924.7529   1664364766.7815  -0.1600   0.0032      1.6200      26.8944
 4199     69971.6691   1664364813.6977  -0.1200   0.0032      5.6100      27.4664
 4200     69977.0293   1664364819.0579  -0.0744   0.0032      3.6820      28.4848
 4201     69992.7272   1664364834.7558  -0.1600   0.0032      1.8920      26.9288
 4202     70001.5235   1664364843.5521  -0.0688   0.0032      0.8680      28.4936
 4203     70007.0675   1664364849.0961  -0.1032   0.0032      5.3260      28.7736
 4204     70034.3235   1664364876.3521  -0.0496   0.0032      0.7640      27.1832
 4205     70041.1038   1664364883.1324  -0.1600   0.0032      2.6960      26.4152
 4206     70042.9928   1664364885.0214  -0.0832   0.0032      1.3860      27.1192
 4207     70092.1251   1664364934.1537  -0.1096   0.0032      1.2700      27.6544
 4208     70094.4451   1664364936.4737  -0.1344   0.0032      3.4240      27.4536
 4209     70097.3459   1664364939.3745  -0.1048   0.0032      0.7700      28.4640
 4210     70099.4647   1664364941.4933  -0.1600   0.0032      3.2640      27.6864
 4211     70140.0764   1664364982.1050  -0.1016   0.0032      0.7560      28.0104
 4212     70160.8508   1664365002.8795  -0.1600   0.0040      0.5920      26.5864
 4213     70161.9416   1664365003.9702  -0.1600   0.0032      0.8680      27.0976
 4214     70168.7085   1664365010.7371  -0.1600   0.0040      1.0540      27.4568
 4215     70183.7917   1664365025.8203  -0.1432   0.0032      5.0320      26.0440
 4216     70187.9202   1664365029.9488  -0.0736   0.0032      2.1420      27.8136
 4217     70207.4594   1664365049.4880  -0.1568   0.0032      4.2120      27.5720
 4218     70216.0481   1664365058.0767  -0.1320   0.0032      5.2780      28.0752
 4219     70220.3814   1664365062.4100  -0.0816   0.0032      1.6820      28.5264
 4220     70237.2896   1664365079.3183  -0.1336   0.0032      2.2360      28.4312
 4221     70241.4142   1664365083.4428  -0.1280   0.0032      1.1900      27.7320
 4222     70242.7038   1664365084.7324  -0.1600   0.0032      3.9260      27.4272
 4223     70246.4308   1664365088.4594  -0.0496   0.0032      1.1180      28.6056
 4224     70248.9495   1664365090.9781  -0.0536   0.0032      1.1420      28.5272
 4225     70279.8499   1664365121.8785  -0.1600   0.0032      8.8760      26.7048
 4226     70307.0962   1664365149.1248  -0.0856   0.0032      2.4220      28.5928
 4227     70312.6279   1664365154.6565  -0.1088   0.0032      0.9460      28.3456
