Data taking started at   1664464259.7918 seconds (2022-09-29 11:10:59.791836)
Event     Delta Time     Absolute Time   min[V]   max[V]   Delay[us]   pulse size
   99      1784.5442   1664466044.3360  -0.0840   0.0032      0.5080      28.3704
  100      1789.0679   1664466048.8598  -0.1304   0.0032      2.0440      28.6248
  101      1830.9083   1664466090.7001  -0.1528   0.0032      1.6400      27.9624
  102      1854.7165   1664466114.5083  -0.1520   0.0032      2.0920      27.7848
  103      1861.8934   1664466121.6852  -0.0688   0.0032      1.4160      29.1264
  104      1882.6647   1664466142.4565  -0.0656   0.0032      3.9860      28.4616
  105      1925.7179   1664466185.5097  -0.0672   0.0032      0.6920      28.6056
  106      1935.7610   1664466195.5528  -0.1600   0.0040      0.8640      28.0696
  107      1961.3831   1664466221.1749  -0.1600   0.0032      7.2400      27.4312
  108      2001.9981   1664466261.7899  -0.1360   0.0032      4.7680      28.2208
  109      2019.9147   1664466279.7065  -0.1304   0.0032     11.1840      27.9936
  110      2097.2427   1664466357.0345  -0.1600   0.0032      8.3380      27.3216
  111      2130.5610   1664466390.3528  -0.1376   0.0032      1.2180      28.2576
  112      2131.6317   1664466391.4236  -0.0848   0.0032      1.4140      28.7320
  113      2142.2635   1664466402.0554  -0.0944   0.0032      0.7700      29.0064
  114      2145.3636   1664466405.1555  -0.1600   0.0032      2.3020      28.9440
  115      2147.2655   1664466407.0573  -0.1464   0.0040      1.9800      28.2872
  116      2148.7570   1664466408.5488  -0.1600   0.0040      1.0080      28.4080
  117      2155.1182   1664466414.9101  -0.0720   0.0032      1.7180      29.0104
  118      2176.0723   1664466435.8642  -0.1600   0.0032      3.9820      27.4800
  119      2190.9463   1664466450.7382  -0.1600   0.0032      1.2020      28.3696
  120      2224.6529   1664466484.4447  -0.1192   0.0032      5.5100      27.9040
  121      2254.9368   1664466514.7286  -0.1600   0.0032      2.4940      28.5944
  122      2266.5677   1664466526.3596  -0.1600   0.0032      1.3140      27.9208
  123      2269.8762   1664466529.6680  -0.0776   0.0032      1.5800      28.2312
  124      2274.2039   1664466533.9958  -0.1600   0.0040      0.6580      28.8880
  125      2288.8591   1664466548.6509  -0.1104   0.0032     11.0260      28.7512
  126      2293.6045   1664466553.3963  -0.1600   0.0040      0.9320      28.3328
  127      2321.0397   1664466580.8315  -0.1600   0.0040      1.5620      27.7104
  128      2339.3636   1664466599.1555  -0.0544   0.0032      1.0060      28.6008
  129      2383.8335   1664466643.6253  -0.1136   0.0032      2.8780      27.4272
  130      2392.8264   1664466652.6182  -0.1600   0.0032      1.0620      26.7272
  131      2403.6583   1664466663.4502  -0.1336   0.0032      0.9920      27.5672
  132      2410.2066   1664466669.9984  -0.1064   0.0032      0.6600      28.5736
  133      2422.8415   1664466682.6333  -0.0904   0.0032      1.0880      27.3984
  134      2433.4514   1664466693.2432  -0.1600   0.0032      2.2640      27.4992
  135      2435.1411   1664466694.9329  -0.1600   0.0032      2.4340      27.9272
  136      2438.2476   1664466698.0394  -0.1096   0.0032      1.1680      27.8616
  137      2450.9116   1664466710.7035  -0.1008   0.0032      2.0060      27.7008
  138      2480.9897   1664466740.7815  -0.1408   0.0032      0.6660      28.1712
  139      2492.2150   1664466752.0068  -0.1168   0.0032      4.3000      28.0496
  140      2497.5672   1664466757.3591  -0.1600   0.0032      1.0220      28.9512
  141      2504.3353   1664466764.1272  -0.1272   0.0032      2.9300      27.9352
  142      2583.6594   1664466843.4512  -0.0968   0.0032      0.7420      28.4264
  143      2625.5084   1664466885.3003  -0.1600   0.0032      5.0100      28.1264
  144      2650.7118   1664466910.5036  -0.1592   0.0032      4.1440      28.4352
  145      2675.1355   1664466934.9273  -0.0664   0.0032      1.1880      28.9072
  146      2681.7036   1664466941.4954  -0.0984   0.0032      0.7420      27.7768
  147      2697.1866   1664466956.9784  -0.0632   0.0032      5.1260      28.3384
  148      2722.8059   1664466982.5977  -0.0720   0.0032      4.4600      28.9456
  149      2728.9693   1664466988.7612  -0.1600   0.0040      2.5120      27.7720
  150      2737.7617   1664466997.5535  -0.1600   0.0032      7.7420      28.1696
  151      2765.6027   1664467025.3945  -0.1520   0.0032      3.6220      28.4472
  152      2773.1620   1664467032.9538  -0.0832   0.0032      9.2520      28.0576
  153      2774.4613   1664467034.2531  -0.1600   0.0032      2.2720      27.3816
  154      2856.0219   1664467115.8138  -0.1600   0.0032      5.8620      28.4512
  155      2867.6764   1664467127.4682  -0.1016   0.0032      0.7920      27.7568
  156      2894.7117   1664467154.5036  -0.1528   0.0032      0.5420      27.7312
  157      2899.4484   1664467159.2402  -0.1168   0.0032      1.4200      28.6552
  158      2916.7407   1664467176.5325  -0.1184   0.0032      1.0460      28.5072
  159      2934.0605   1664467193.8523  -0.1104   0.0032      2.5560      28.1264
  160      2943.6632   1664467203.4550  -0.0568   0.0032      1.8640      29.0032
  161      2958.1381   1664467217.9300  -0.1080   0.0032      1.3420      28.8040
  162      2959.8273   1664467219.6192  -0.0968   0.0032      0.8740      28.5400
  163      2967.4118   1664467227.2036  -0.1600   0.0032      3.7900      28.5096
  164      2971.7624   1664467231.5542  -0.1600   0.0040      1.0520      28.2328
  165      2986.0317   1664467245.8236  -0.0896   0.0032      4.8360      29.0920
  166      2995.6374   1664467255.4292  -0.1600   0.0032      2.6860      27.8312
  167      3027.3412   1664467287.1331  -0.1600   0.0040      0.8580      28.3280
  168      3066.9610   1664467326.7529  -0.1600   0.0032      3.0760      27.6888
  169      3082.4443   1664467342.2361  -0.1088   0.0032      3.5380      28.1912
  170      3142.3099   1664467402.1017  -0.1224   0.0032      1.1160      27.7456
  171      3145.4484   1664467405.2403  -0.1600   0.0040      3.4120      27.9352
  172      3148.9734   1664467408.7653  -0.1184   0.0032      1.7080      27.3728
  173      3166.2683   1664467426.0601  -0.1264   0.0032      5.2860      28.7792
  174      3169.9765   1664467429.7684  -0.0760   0.0032      2.3220      28.6808
  175      3270.1903   1664467529.9821  -0.1592   0.0032      2.1040      28.4416
  176      3311.4435   1664467571.2353  -0.1600   0.0040      4.6560      29.2944
  177      3312.1199   1664467571.9118  -0.1408   0.0032      1.7780      27.8784
  178      3318.0968   1664467577.8886  -0.1024   0.0032      5.8880      28.7056
  179      3337.6255   1664467597.4174  -0.1432   0.0032      1.2680      28.5312
  180      3345.8178   1664467605.6096  -0.1600   0.0032      2.7820      28.0160
  181      3346.4976   1664467606.2894  -0.1512   0.0032      1.5400      28.2448
  182      3352.8506   1664467612.6424  -0.1600   0.0032      1.3620      27.7888
  183      3375.2239   1664467635.0158  -0.0512   0.0032      3.2780      28.8192
  184      3378.9555   1664467638.7474  -0.0888   0.0032      1.0200      29.3880
  185      3385.9320   1664467645.7239  -0.1576   0.0032      2.0960      27.4528
  186      3432.2153   1664467692.0071  -0.1224   0.0032      4.2140      27.5112
  187      3437.9674   1664467697.7593  -0.1600   0.0040      4.5220      29.6120
  188      3476.3551   1664467736.1469  -0.0600   0.0032      1.4920      28.9688
  189      3482.1128   1664467741.9046  -0.1600   0.0032      1.6160      28.1432
  190      3494.1528   1664467753.9446  -0.0936   0.0032      0.9360      28.7208
  191      3499.1145   1664467758.9063  -0.0672   0.0032      2.1420      29.2048
  192      3516.2272   1664467776.0190  -0.0680   0.0032      3.8940      28.4856
  193      3536.5638   1664467796.3556  -0.0752   0.0032      1.1100      28.8464
  194      3584.4808   1664467844.2727  -0.1600   0.0080      0.6560      39.4112
  195      3593.2711   1664467853.0629  -0.0832   0.0032      5.4300      29.1064
  196      3616.6683   1664467876.4602  -0.1032   0.0032      0.8520      29.0048
  197      3619.7877   1664467879.5795  -0.1048   0.0032      1.1060      28.2768
  198      3624.5202   1664467884.3121  -0.1600   0.0032      3.9200      27.9384
  199      3649.5425   1664467909.3343  -0.1392   0.0032      1.2900      27.8280
  200      3662.4063   1664467922.1981  -0.0672   0.0032      1.7860      28.3312
  201      3680.9091   1664467940.7009  -0.1600   0.0032      2.2400      28.0752
  202      3692.9403   1664467952.7322  -0.1144   0.0032      9.6780      28.3456
  203      3694.0397   1664467953.8316  -0.1352   0.0032      5.0040      28.2384
  204      3754.5186   1664468014.3104  -0.1088   0.0032      4.2860      28.3120
  205      3764.3178   1664468024.1096  -0.1200   0.0032      6.2040      28.2600
  206      3769.4512   1664468029.2431  -0.1240   0.0032      1.9100      28.6592
  207      3785.5414   1664468045.3333  -0.1600   0.0032      5.7640      28.5376
  208      3814.5918   1664468074.3836  -0.0872   0.0032      0.9300      28.1064
  209      3856.6444   1664468116.4362  -0.1176   0.0032      6.8860      28.4280
  210      3882.2686   1664468142.0605  -0.1080   0.0032      1.4920      28.8912
  211      3899.7940   1664468159.5859  -0.0904   0.0032      0.9240      29.0080
  212      3925.6138   1664468185.4057  -0.1192   0.0032      9.0100      27.9272
  213      3928.7230   1664468188.5149  -0.1424   0.0032      1.9360      27.9744
  214      3936.0961   1664468195.8879  -0.1392   0.0032      0.7040      28.6368
  215      3958.6794   1664468218.4712  -0.1600   0.0040      1.2820      27.5624
  216      3960.3686   1664468220.1605  -0.1240   0.0032      3.4000      28.8424
  217      3973.2088   1664468233.0007  -0.1416   0.0032      4.5580      28.0632
  218      3984.2405   1664468244.0323  -0.1600   0.0032      0.7620      28.3200
  219      3999.5243   1664468259.3161  -0.0688   0.0032      6.4420      28.9200
  220      4017.6395   1664468277.4314  -0.0384   0.0032      4.9900      29.2488
  221      4029.2750   1664468289.0668  -0.1600   0.0120      0.6640      44.1440
  222      4053.4740   1664468313.2658  -0.1456   0.0032      4.8300      28.9640
  223      4077.2585   1664468337.0503  -0.1600   0.0032      7.7140      28.6480
  224      4137.9444   1664468397.7362  -0.1416   0.0032      2.5220      27.9528
  225      4142.4739   1664468402.2657  -0.1392   0.0032      1.8120      27.8392
  226      4159.7978   1664468419.5896  -0.1368   0.0032      0.8040      28.4240
  227      4161.0872   1664468420.8791  -0.1264   0.0032      1.4800      28.4216
  228      4173.5189   1664468433.3107  -0.1288   0.0032      0.8120      28.8848
  229      4199.7518   1664468459.5437  -0.0816   0.0032      7.7040      28.6320
  230      4203.9052   1664468463.6970  -0.1592   0.0032      0.9240      28.1584
  231      4233.9872   1664468493.7790  -0.1600   0.0032      3.0720      27.3696
  232      4254.7416   1664468514.5334  -0.0768   0.0032      9.6320      28.8032
  233      4281.7836   1664468541.5755  -0.0944   0.0032      3.4240      28.3000
  234      4291.1965   1664468550.9883  -0.1552   0.0040      1.8260      28.2032
  235      4309.9292   1664468569.7210  -0.1240   0.0032      2.8900      28.7296
  236      4310.3684   1664468570.1603  -0.1600   0.0040      1.5320      28.5632
  237      4317.7255   1664468577.5173  -0.1600   0.0032      2.4160      27.8312
  238      4329.1309   1664468588.9228  -0.1600   0.0032      2.3400      28.0032
  239      4336.6942   1664468596.4860  -0.1424   0.0032      1.2900      28.2688
  240      4365.9515   1664468625.7433  -0.1600   0.0032      2.0000      28.8112
  241      4374.9483   1664468634.7401  -0.1600   0.0040      1.7360      28.0648
  242      4386.1782   1664468645.9701  -0.1600   0.0032      0.9420      28.0296
  243      4388.8918   1664468648.6837  -0.1080   0.0032      2.0840      28.2448
  244      4394.0364   1664468653.8282  -0.1600   0.0032      1.0120      28.3960
  245      4404.0505   1664468663.8423  -0.1552   0.0032      0.8340      29.2712
  246      4409.0111   1664468668.8029  -0.0816   0.0032      5.3700      28.9256
  247      4413.9532   1664468673.7451  -0.1160   0.0032      3.2720      28.6000
  248      4418.8840   1664468678.6758  -0.1360   0.0032      0.5440      28.5760
  249      4426.0674   1664468685.8592  -0.0928   0.0032      0.8880      28.0008
  250      4440.5468   1664468700.3386  -0.1096   0.0032      2.4580      28.8048
  251      4454.4360   1664468714.2279  -0.1096   0.0032      4.4600      28.2912
  252      4464.6524   1664468724.4442  -0.0560   0.0032      1.8380      28.9720
  253      4467.5779   1664468727.3697  -0.1600   0.0032      2.3300      27.7144
  254      4473.7447   1664468733.5365  -0.1432   0.0032      3.8580      28.1744
  255      4496.9309   1664468756.7228  -0.1552   0.0040      0.8660      27.2000
  256      4503.9025   1664468763.6944  -0.1600   0.0032      1.1020      28.1592
  257      4553.0343   1664468812.8262  -0.1280   0.0032      1.0320      27.4992
  258      4576.2128   1664468836.0046  -0.0848   0.0032      2.1320      28.5592
  259      4601.8452   1664468861.6371  -0.1392   0.0040      0.6480      28.4256
  260      4646.9217   1664468906.7136  -0.1600   0.0032      2.8160      28.9600
  261      4660.5866   1664468920.3784  -0.0952   0.0032      1.1800      28.6056
  262      4681.5391   1664468941.3310  -0.1600   0.0040      0.7520      27.6920
  263      4704.3171   1664468964.1090  -0.0896   0.0032      3.7120      28.4600
  264      4705.6064   1664468965.3982  -0.0840   0.0032      6.3480      28.9328
  265      4707.5018   1664468967.2937  -0.0960   0.0032      0.9680      29.0464
  266      4713.8731   1664468973.6650  -0.1080   0.0032      1.0440      28.9984
  267      4736.4545   1664468996.2463  -0.1224   0.0032      3.2740      28.6592
  268      4744.0359   1664469003.8278  -0.1480   0.0032      1.3000      28.3232
  269      4773.7050   1664469033.4968  -0.0744   0.0032      1.3700      27.6896
  270      4776.2210   1664469036.0128  -0.1328   0.0032      5.5140      27.7776
  271      4782.5951   1664469042.3869  -0.1600   0.0040      0.6560      27.6056
  272      4797.0693   1664469056.8611  -0.1600   0.0032      2.2440      27.9376
  273      4810.9185   1664469070.7103  -0.1304   0.0032      0.5840      28.5776
  274      4820.3135   1664469080.1053  -0.1600   0.0040      0.9080      27.9720
  275      4825.6575   1664469085.4493  -0.1112   0.0032      1.2200      28.8056
  276      4854.9114   1664469114.7032  -0.1432   0.0032      2.6540      27.9360
  277      4882.9826   1664469142.7744  -0.1472   0.0032      0.9480      27.2376
  278      4883.2325   1664469143.0243  -0.0904   0.0032      7.0340      28.7808
  279      4892.8547   1664469152.6465  -0.1568   0.0032      7.5720      28.9840
  280      4902.8701   1664469162.6619  -0.1064   0.0032      1.4020      28.1824
  281      4903.3118   1664469163.1036  -0.1576   0.0032      1.2040      28.1928
  282      4913.3346   1664469173.1264  -0.0952   0.0032      2.2780      28.6816
  283      4915.8495   1664469175.6414  -0.1600   0.0040      1.7900      29.3760
  284      4919.5881   1664469179.3799  -0.1208   0.0032      3.2520      28.4792
  285      4950.0828   1664469209.8746  -0.1488   0.0032      1.1700      28.0320
  286      4973.2730   1664469233.0648  -0.1384   0.0032      2.0460      28.0088
  287      4980.8499   1664469240.6418  -0.1136   0.0032      3.1400      28.2776
  288      4993.8905   1664469253.6823  -0.1600   0.0032      3.9360      28.7072
  289      5018.4846   1664469278.2764  -0.1600   0.0032      2.8560      27.6656
  290      5033.7753   1664469293.5671  -0.0864   0.0032      0.9900      28.4224
  291      5042.5782   1664469302.3700  -0.1152   0.0032      4.3340      27.9120
  292      5043.8750   1664469303.6668  -0.1600   0.0032      3.4780      27.8840
  293      5053.2798   1664469313.0717  -0.0456   0.0032      2.2260      29.4016
  294      5056.0077   1664469315.7995  -0.0816   0.0032      3.3320      27.6216
  295      5078.3852   1664469338.1770  -0.1600   0.0032      5.4240      27.7032
  296      5114.3491   1664469374.1410  -0.1144   0.0032      0.7520      29.1552
  297      5140.1552   1664469399.9470  -0.0880   0.0032      3.7540      28.5008
  298      5170.4321   1664469430.2240  -0.1600   0.0032      5.9520      27.8672
  299      5206.6040   1664469466.3959  -0.0912   0.0032      2.3940      27.7560
  300      5228.3699   1664469488.1617  -0.1600   0.0032      0.5740      27.3144
  301      5232.7092   1664469492.5010  -0.1600   0.0032      3.7120      28.5968
  302      5234.4020   1664469494.1938  -0.1384   0.0032      1.3100      28.3032
  303      5247.2609   1664469507.0527  -0.1040   0.0032      1.9840      28.4800
  304      5263.7777   1664469523.5695  -0.1600   0.0032      4.5000      28.1088
  305      5300.9544   1664469560.7463  -0.1168   0.0032      1.2940      28.4856
  306      5315.6219   1664469575.4137  -0.1600   0.0040      2.4840      27.9280
  307      5329.2925   1664469589.0843  -0.1600   0.0032      7.7980      28.0368
  308      5346.2025   1664469605.9943  -0.1600   0.0040      4.3460      28.5592
  309      5360.6662   1664469620.4580  -0.1376   0.0032      2.8080      27.5688
  310      5364.5949   1664469624.3867  -0.0968   0.0032      1.2680      27.9624
  311      5367.7241   1664469627.5160  -0.0976   0.0032      4.2860      28.8792
  312      5372.4522   1664469632.2440  -0.1136   0.0032      2.3100      28.3648
  313      5374.5563   1664469634.3482  -0.1600   0.0040      2.3460      28.0088
  314      5382.9477   1664469642.7395  -0.1600   0.0040      1.4020      27.9592
  315      5384.2371   1664469644.0289  -0.1344   0.0032      0.6300      27.2432
  316      5395.2536   1664469655.0455  -0.1472   0.0040      2.0560      27.6672
  317      5429.5916   1664469689.3834  -0.1600   0.0040      0.6020      28.3656
  318      5449.5497   1664469709.3415  -0.0448   0.0032      1.5140      28.8848
  319      5469.7173   1664469729.5092  -0.1448   0.0032      1.1960      27.8336
  320      5478.0941   1664469737.8859  -0.1448   0.0032      4.3960      27.9144
  321      5511.0155   1664469770.8073  -0.1072   0.0032      1.5820      28.3912
  322      5516.5597   1664469776.3515  -0.1600   0.0032      4.5680      27.5712
  323      5520.2943   1664469780.0862  -0.0392   0.0032      2.0120      29.1480
  324      5523.0232   1664469782.8150  -0.1264   0.0032      8.0080      27.6616
  325      5530.3949   1664469790.1868  -0.1096   0.0032      0.5640      27.9720
  326      5537.9729   1664469797.7648  -0.1496   0.0032      6.2000      27.9728
  327      5539.0561   1664469798.8480  -0.1240   0.0032      5.0780      28.7072
  328      5539.3079   1664469799.0998  -0.1192   0.0032      5.0400      29.0120
  329      5558.4383   1664469818.2301  -0.1600   0.0040      0.9480      28.7416
  330      5616.4762   1664469876.2680  -0.1600   0.0032      1.4940      27.7208
  331      5624.0535   1664469883.8454  -0.1528   0.0032      0.5500      27.2344
  332      5641.3566   1664469901.1485  -0.0824   0.0032      0.7720      28.3968
  333      5647.5210   1664469907.3128  -0.1600   0.0032      1.9500      27.1936
  334      5650.6499   1664469910.4417  -0.1600   0.0032      3.1840      28.0664
  335      5685.5820   1664469945.3738  -0.1600   0.0032      2.3860      27.4784
  336      5706.1488   1664469965.9406  -0.0952   0.0032      0.9980      28.9504
  337      5739.4751   1664469999.2669  -0.1384   0.0032      0.6520      27.7032
  338      5758.4276   1664470018.2194  -0.1600   0.0032     10.5760      27.4232
  339      5808.7864   1664470068.5783  -0.0544   0.0032      0.9900      29.3048
  340      5818.9998   1664470078.7916  -0.1600   0.0032      8.7660      28.3576
  341      5835.7099   1664470095.5017  -0.1352   0.0032      6.0440      27.1888
  342      5837.0197   1664470096.8115  -0.0424   0.0032      1.8900      28.3024
  343      5839.3486   1664470099.1404  -0.1600   0.0032      2.0440      27.4432
  344      5843.6768   1664470103.4686  -0.1600   0.0040      1.9400      28.5888
  345      5854.6822   1664470114.4740  -0.0896   0.0032      0.7460      28.3544
  346      5862.6650   1664470122.4568  -0.0984   0.0032      1.8660      28.6856
  347      5895.5671   1664470155.3589  -0.1600   0.0032      3.9520      27.9976
  348      5899.4865   1664470159.2783  -0.1152   0.0032      0.6340      27.8736
  349      5905.8513   1664470165.6431  -0.1600   0.0032      2.4500      27.1048
  350      5909.5878   1664470169.3796  -0.1288   0.0032      3.2100      27.6704
  351      5920.2129   1664470180.0047  -0.1600   0.0032      2.5000      28.2288
  352      5926.1748   1664470185.9667  -0.1600   0.0032      5.5500      27.8496
  353      5955.4485   1664470215.2404  -0.1600   0.0032      3.8500      28.3064
  354      5958.9705   1664470218.7623  -0.1096   0.0032      0.9780      27.9880
  355      5979.7406   1664470239.5325  -0.1328   0.0032      1.0000      28.5768
  356      5984.6793   1664470244.4711  -0.1600   0.0040      1.4060      28.6288
  357      5989.8117   1664470249.6035  -0.1600   0.0032      2.9900      28.4848
  358      6000.8427   1664470260.6346  -0.0616   0.0032      1.6900      28.3872
  359      6006.4020   1664470266.1938  -0.1248   0.0032      1.0620      27.4720
  360      6036.2862   1664470296.0781  -0.0968   0.0032     11.6300      28.4304
  361      6097.3958   1664470357.1876  -0.0696   0.0032      7.5820      28.2064
  362      6127.0682   1664470386.8601  -0.1600   0.0032      1.7600      26.3696
  363      6142.7497   1664470402.5415  -0.1096   0.0032      2.3540      28.8696
  364      6148.0935   1664470407.8853  -0.1096   0.0032      0.8060      27.9648
