Data taking started at   1664464259.7918 seconds (2022-09-29 11:10:59.791836)
Event     Delta Time     Absolute Time   min[V]   max[V]   Delay[us]   pulse size
  731     12414.4261   1664476674.2179  -0.1056   0.0032      1.5860      28.4816
  732     12419.3642   1664476679.1560  -0.1360   0.0032      0.7120      28.8080
  733     12422.6961   1664476682.4879  -0.1240   0.0032      1.5760      27.9376
  734     12441.6251   1664476701.4169  -0.1480   0.0032      0.5800      27.3680
  735     12473.5382   1664476733.3300  -0.1344   0.0032      1.5460      28.0536
  736     12528.3492   1664476788.1411  -0.1600   0.0032      5.1920      28.4752
  737     12543.2088   1664476803.0006  -0.1600   0.0088      0.6640      40.2016
  738     12545.5078   1664476805.2996  -0.1600   0.0032      2.5240      28.7640
  739     12545.9678   1664476805.7597  -0.1600   0.0040      1.2860      29.1968
  740     12629.9800   1664476889.7719  -0.1488   0.0032      0.6400      28.4592
  741     12693.5036   1664476953.2954  -0.1600   0.0040      1.3180      27.8144
  742     12716.9129   1664476976.7048  -0.0680   0.0032      1.1540      28.7192
  743     12768.6815   1664477028.4733  -0.1552   0.0032      3.8740      28.0200
  744     12797.5454   1664477057.3372  -0.1048   0.0032      2.2840      28.3912
  745     12859.0544   1664477118.8463  -0.1216   0.0032      4.5100      28.0312
  746     12859.7444   1664477119.5362  -0.1288   0.0032      1.5600      28.2272
  747     12889.8221   1664477149.6139  -0.0992   0.0032      1.5740      28.6832
  748     12920.5068   1664477180.2987  -0.1600   0.0032      1.6440      28.5616
  749     12920.9665   1664477180.7583  -0.1416   0.0032      2.2620      28.1752
  750     12970.9452   1664477230.7370  -0.1600   0.0032      4.3160      28.6720
  751     12984.4054   1664477244.1973  -0.1504   0.0032      0.8760      28.2064
  752     12984.8570   1664477244.6488  -0.1048   0.0032      8.6080      28.1176
  753     13000.7361   1664477260.5280  -0.1512   0.0040      2.1500      27.6584
  754     13022.1184   1664477281.9102  -0.1072   0.0032      0.7720      27.7832
  755     13027.8556   1664477287.6474  -0.0736   0.0032      1.2960      27.9520
  756     13031.1846   1664477290.9765  -0.1200   0.0032      1.7560      27.3080
  757     13054.3652   1664477314.1571  -0.1160   0.0032      3.8640      28.9096
  758     13061.3362   1664477321.1281  -0.1512   0.0032      2.0020      27.3984
  759     13072.3476   1664477332.1394  -0.0944   0.0032      0.6520      27.7304
  760     13116.8222   1664477376.6141  -0.0568   0.0032      1.3520      28.2728
  761     13128.0251   1664477387.8169  -0.1600   0.0088      0.6720      39.1256
  762     13156.4777   1664477416.2696  -0.0888   0.0032      2.7980      28.4248
  763     13158.5773   1664477418.3692  -0.1080   0.0032      4.6140      28.3680
  764     13203.8625   1664477463.6543  -0.1472   0.0032      3.5240      28.3600
  765     13213.6746   1664477473.4664  -0.1280   0.0032      2.9540      28.5424
  766     13230.9710   1664477490.7628  -0.1600   0.0032      1.3480      28.6288
  767     13272.1974   1664477531.9893  -0.0984   0.0032      1.2880      28.8096
  768     13276.9395   1664477536.7313  -0.0824   0.0032      5.6240      28.4352
  769     13282.4792   1664477542.2711  -0.1288   0.0032      1.2740      27.9184
  770     13284.5999   1664477544.3918  -0.1016   0.0032      1.6520      29.0944
  771     13295.2192   1664477555.0110  -0.1600   0.0040      1.3900      27.8320
  772     13313.3352   1664477573.1271  -0.1600   0.0032      2.4860      27.3680
  773     13381.5245   1664477641.3163  -0.1048   0.0032      4.6900      28.1736
  774     13402.0931   1664477661.8850  -0.1496   0.0032      2.5540      27.5304
  775     13408.6638   1664477668.4556  -0.0880   0.0032      1.6000      28.5768
  776     13439.3447   1664477699.1365  -0.1088   0.0032      1.6060      28.9688
  777     13491.3231   1664477751.1149  -0.1048   0.0032      1.9280      28.4920
  778     13537.6158   1664477797.4077  -0.1600   0.0032      1.2780      28.5000
  779     13540.1167   1664477799.9085  -0.1600   0.0080      0.6800      38.2496
  780     13552.1618   1664477811.9537  -0.1224   0.0032      4.2140      27.8008
  781     13553.4510   1664477813.2429  -0.1600   0.0032      5.3920      27.8168
  782     13554.7405   1664477814.5324  -0.0984   0.0032      2.7040      28.3288
  783     13566.9808   1664477826.7727  -0.0656   0.0032      0.6180      28.2752
  784     13582.8607   1664477842.6526  -0.1144   0.0032      1.3300      28.4544
  785     13640.5233   1664477900.3151  -0.1600   0.0040      1.6360      28.7760
  786     13672.4244   1664477932.2162  -0.1112   0.0032      3.0400      28.6968
  787     13697.0327   1664477956.8246  -0.1296   0.0032      2.2560      27.9776
  788     13729.1403   1664477988.9322  -0.1096   0.0032      3.0240      28.7568
  789     13734.4859   1664477994.2777  -0.1384   0.0032      1.2440      28.5400
  790     13751.4048   1664478011.1967  -0.1600   0.0040      0.6100      28.7976
  791     13764.2560   1664478024.0478  -0.1440   0.0032      8.0860      28.9912
  792     13767.1701   1664478026.9620  -0.1064   0.0032      1.4420      28.7216
  793     13782.0363   1664478041.8282  -0.1072   0.0032      0.9160      28.8016
  794     13783.1268   1664478042.9186  -0.1600   0.0032      7.2160      27.7728
  795     13816.6694   1664478076.4612  -0.1344   0.0032      2.0040      29.0376
  796     13843.4889   1664478103.2808  -0.1600   0.0032      1.6620      28.1864
  797     13846.7976   1664478106.5895  -0.0784   0.0032      3.2740      29.0752
  798     13875.4680   1664478135.2598  -0.1600   0.0032      5.1000      28.4776
  799     13898.2476   1664478158.0395  -0.0784   0.0032      2.9880      28.6736
  800     13906.2282   1664478166.0200  -0.0784   0.0032      0.8300      29.4408
  801     13907.5209   1664478167.3127  -0.1424   0.0032      2.9060      28.2568
  802     13953.4224   1664478213.2143  -0.1056   0.0032      1.3240      28.2424
  803     14005.9981   1664478265.7900  -0.1448   0.0032      3.6880      28.2136
  804     14009.5128   1664478269.3047  -0.1600   0.0032      4.3580      29.2136
  805     14014.0712   1664478273.8630  -0.0368   0.0032     10.2820      29.3824
  806     14057.9284   1664478317.7202  -0.0776   0.0032      2.8400      29.4616
  807     14064.4921   1664478324.2840  -0.0688   0.0032      0.8940      29.4368
  808     14074.0758   1664478333.8677  -0.1600   0.0040      0.8940      28.0640
  809     14086.3260   1664478346.1179  -0.1600   0.0032      4.4480      28.7920
  810     14094.3026   1664478354.0945  -0.1360   0.0032      3.7840      28.5160
  811     14130.2474   1664478390.0393  -0.1128   0.0032      0.9220      28.0456
  812     14146.3416   1664478406.1334  -0.1592   0.0040      2.2520      27.7288
  813     14164.4602   1664478424.2520  -0.1152   0.0032      3.2540      28.5968
  814     14177.1041   1664478436.8960  -0.1600   0.0040      0.8960      29.3152
  815     14202.7251   1664478462.5169  -0.1600   0.0040      1.3060      28.3600
  816     14241.7101   1664478501.5020  -0.1168   0.0032      3.1480      28.2936
  817     14245.4586   1664478505.2505  -0.1600   0.0032      3.6660      28.7544
  818     14256.3106   1664478516.1024  -0.0856   0.0032      2.8700      28.9624
  819     14264.6933   1664478524.4851  -0.1320   0.0032      7.2640      28.4712
  820     14265.3790   1664478525.1708  -0.1600   0.0032      2.7860      29.4848
  821     14315.3218   1664478575.1136  -0.1256   0.0032      4.7780      28.5168
  822     14324.9256   1664478584.7174  -0.1128   0.0032      7.8980      27.8592
  823     14328.8443   1664478588.6361  -0.0880   0.0032      1.1800      28.2432
  824     14332.9630   1664478592.7548  -0.1600   0.0032      1.3880      28.7440
  825     14342.3716   1664478602.1635  -0.1600   0.0040      1.6080      27.8944
  826     14348.5256   1664478608.3175  -0.0808   0.0032      6.8260      28.4536
  827     14370.5001   1664478630.2919  -0.1520   0.0032      0.5100      28.1680
  828     14381.3266   1664478641.1184  -0.1200   0.0032      1.9880      27.4720
  829     14397.8308   1664478657.6226  -0.0896   0.0032      1.4620      29.0680
  830     14444.1371   1664478703.9289  -0.0752   0.0032      5.5280      28.6416
  831     14445.2269   1664478705.0188  -0.0816   0.0032      1.1700      28.8056
  832     14450.9744   1664478710.7663  -0.1600   0.0040      1.7580      27.9032
  833     14494.0093   1664478753.8012  -0.1544   0.0032      1.1940      27.6160
  834     14495.2991   1664478755.0909  -0.1312   0.0032      4.9880      27.7160
  835     14496.9985   1664478756.7903  -0.1560   0.0032      3.2260      28.0288
  836     14518.9679   1664478778.7598  -0.1464   0.0032      4.4120      28.5248
  837     14534.8656   1664478794.6574  -0.1496   0.0032      1.1780      27.7448
  838     14568.3813   1664478828.1731  -0.0632   0.0032      5.6280      28.9784
  839     14612.0541   1664478871.8460  -0.0800   0.0032      0.6980      28.8016
  840     14677.5922   1664478937.3840  -0.0592   0.0032      1.5680      28.7776
  841     14682.3301   1664478942.1219  -0.1472   0.0032      1.2020      28.4656
  842     14683.0100   1664478942.8018  -0.1600   0.0032      1.6060      28.0160
  843     14694.8342   1664478954.6261  -0.0968   0.0032      6.3940      28.1432
  844     14714.5581   1664478974.3499  -0.0952   0.0032      6.4180      28.1296
  845     14769.3603   1664479029.1521  -0.1184   0.0032      1.1760      28.6536
  846     14814.8432   1664479074.6350  -0.0552   0.0032      4.8800      29.3712
  847     14815.2838   1664479075.0756  -0.0872   0.0032      4.2620      28.6520
  848     14827.7227   1664479087.5145  -0.1600   0.0032      5.6700      27.1120
  849     14834.6854   1664479094.4772  -0.1600   0.0040      1.6000      27.8488
  850     14839.8196   1664479099.6114  -0.0792   0.0032      2.2840      28.1784
  851     14849.4161   1664479109.2079  -0.0752   0.0032      2.3280      28.1912
  852     14862.4656   1664479122.2574  -0.0320   0.0032      4.5580      29.4952
  853     14880.7818   1664479140.5737  -0.1544   0.0032      0.5440      27.8008
  854     14891.3923   1664479151.1841  -0.0720   0.0032      3.4520      28.6704
  855     14924.3149   1664479184.1067  -0.1600   0.0032      0.7200      27.9792
  856     14927.4257   1664479187.2175  -0.0512   0.0032      2.1440      28.9912
  857     14957.3097   1664479217.1016  -0.1600   0.0032      4.1780      28.8568
  858     14969.9469   1664479229.7387  -0.1280   0.0032      5.1000      27.7064
  859     14985.6409   1664479245.4327  -0.1336   0.0032      1.0640      27.3400
  860     15000.2913   1664479260.0831  -0.0848   0.0032      2.8060      28.5888
  861     15035.4267   1664479295.2185  -0.1600   0.0088      0.6800      38.5760
  862     15040.7895   1664479300.5813  -0.1600   0.0032      1.7560      28.6696
  863     15066.8251   1664479326.6170  -0.1272   0.0032      1.3620      28.4472
  864     15067.7098   1664479327.5016  -0.1096   0.0032      3.5740      28.3688
  865     15072.4442   1664479332.2361  -0.0968   0.0032      1.6300      29.0576
  866     15102.9503   1664479362.7421  -0.1600   0.0032      3.6780      27.2952
  867     15164.8567   1664479424.6485  -0.1600   0.0040      0.9400      28.1104
  868     15165.5624   1664479425.3543  -0.1424   0.0032      0.6540      28.2240
  869     15172.9197   1664479432.7115  -0.1600   0.0032      2.4000      28.1384
  870     15203.6121   1664479463.4039  -0.1600   0.0040      3.5920      29.1752
  871     15244.8302   1664479504.6220  -0.1496   0.0032      4.8160      28.6376
  872     15258.4844   1664479518.2763  -0.1600   0.0040      3.0760      28.4952
  873     15299.7127   1664479559.5045  -0.1600   0.0048      2.5740      29.8328
  874     15304.0442   1664479563.8361  -0.1192   0.0032      1.1720      28.3272
  875     15322.5706   1664479582.3624  -0.1600   0.0040      0.6280      28.2224
  876     15332.1907   1664479591.9825  -0.1536   0.0032      3.9200      27.5144
  877     15367.9531   1664479627.7450  -0.0864   0.0032      2.9700      29.4248
  878     15456.6119   1664479716.4038  -0.1600   0.0040      0.5680      27.7200
  879     15472.0845   1664479731.8763  -0.1600   0.0032      5.2500      28.2696
  880     15518.8064   1664479778.5982  -0.1600   0.0040      0.6900      28.0296
  881     15529.6277   1664479789.4195  -0.1600   0.0040      0.7740      28.8488
  882     15532.1319   1664479791.9238  -0.1600   0.0032      7.4780      28.6672
  883     15535.0612   1664479794.8531  -0.1336   0.0032      1.4080      28.2344
  884     15538.9896   1664479798.7815  -0.1600   0.0032      4.9920      27.6256
  885     15552.4806   1664479812.2724  -0.1472   0.0032      9.3720      27.4936
  886     15554.1665   1664479813.9583  -0.0312   0.0032      2.2860      29.0984
  887     15589.3122   1664479849.1040  -0.1584   0.0032      0.8800      28.4760
  888     15623.2393   1664479883.0311  -0.1440   0.0032      0.9580      28.2392
  889     15681.3024   1664479941.0942  -0.1024   0.0032      3.4060      27.9296
  890     15697.6082   1664479957.4000  -0.1600   0.0032      4.1540      28.3776
  891     15705.3950   1664479965.1869  -0.1432   0.0032      1.8020      28.7344
  892     15728.7933   1664479988.5852  -0.1280   0.0032      2.2800      28.5760
  893     15740.6337   1664480000.4255  -0.1600   0.0040      1.9420      29.3312
  894     15763.2109   1664480023.0028  -0.1208   0.0032      0.6280      28.6856
  895     15791.0716   1664480050.8635  -0.1376   0.0032      1.2440      27.9256
  896     15793.1900   1664480052.9818  -0.0816   0.0032      1.7020      29.2080
  897     15804.6180   1664480064.4099  -0.1600   0.0032      3.0480      28.5480
  898     15866.3350   1664480126.1268  -0.1424   0.0032      1.2240      28.9648
  899     15918.7202   1664480178.5121  -0.1600   0.0032      1.2240      27.9568
  900     15919.4094   1664480179.2013  -0.0648   0.0032      3.6180      29.0168
  901     15921.7291   1664480181.5209  -0.0496   0.0032      6.1060      29.2040
  902     15936.7993   1664480196.5912  -0.1376   0.0032      1.2800      28.6744
  903     15938.0985   1664480197.8903  -0.0608   0.0032      2.6040      28.8680
  904     15941.0239   1664480200.8157  -0.1600   0.0032      1.2620      28.4392
  905     15969.4810   1664480229.2728  -0.0720   0.0032      1.8960      29.0896
  906     15990.8346   1664480250.6264  -0.1600   0.0032      1.1020      28.0200
  907     15994.9667   1664480254.7586  -0.1600   0.0040      0.9340      28.7776
  908     15998.6968   1664480258.4886  -0.1112   0.0032      2.4600      28.7968
  909     16032.8322   1664480292.6241  -0.1280   0.0040      1.2620      29.1152
  910     16039.6035   1664480299.3954  -0.0648   0.0032      3.4740      28.7256
  911     16044.1414   1664480303.9333  -0.1256   0.0040      0.9660      27.9208
  912     16052.9336   1664480312.7255  -0.1600   0.0032      4.9940      27.6672
  913     16061.7160   1664480321.5078  -0.1600   0.0032      2.4040      28.6720
  914     16081.6513   1664480341.4431  -0.1600   0.0032      6.7320      27.3456
  915     16095.7282   1664480355.5200  -0.0864   0.0032      7.5200      28.0240
  916     16114.6556   1664480374.4475  -0.1600   0.0032      4.1260      29.0896
  917     16133.7948   1664480393.5866  -0.1600   0.0032      3.9820      28.2400
  918     16137.5248   1664480397.3166  -0.1584   0.0032      2.2360      28.7040
  919     16141.4602   1664480401.2521  -0.1600   0.0040      0.8020      28.7048
  920     16169.9115   1664480429.7033  -0.1600   0.0040      0.5300      29.3968
  921     16177.2705   1664480437.0624  -0.0832   0.0032      2.5500      28.7392
  922     16178.3600   1664480438.1518  -0.0640   0.0032      1.2900      28.7040
  923     16189.9952   1664480449.7870  -0.1072   0.0032      1.2620      28.9264
  924     16202.2359   1664480462.0277  -0.1600   0.0032      3.0680      28.4504
  925     16256.6638   1664480516.4556  -0.1080   0.0032      0.8720      28.9400
  926     16261.5975   1664480521.3893  -0.1472   0.0032      1.4480      28.5456
  927     16288.0322   1664480547.8240  -0.1280   0.0032      1.8700      28.1872
  928     16295.8095   1664480555.6013  -0.1312   0.0032      0.6640      28.1192
  929     16315.3571   1664480575.1490  -0.1600   0.0032      1.8860      28.5000
  930     16353.9594   1664480613.7512  -0.1408   0.0032      2.3120      27.8936
  931     16391.5321   1664480651.3240  -0.0800   0.0032      3.9520      28.9808
  932     16400.1033   1664480659.8951  -0.1312   0.0032      0.8540      29.2136
  933     16502.3336   1664480762.1255  -0.1600   0.0032      0.7180      28.8792
  934     16514.9736   1664480774.7654  -0.1600   0.0032      0.9900      28.7592
  935     16550.7252   1664480810.5171  -0.1528   0.0032      4.4920      27.1208
  936     16551.6062   1664480811.3980  -0.1240   0.0032      1.1820      28.4848
  937     16564.0398   1664480823.8317  -0.1600   0.0040      3.3220      29.1912
  938     16570.4132   1664480830.2051  -0.1136   0.0032      3.4820      28.2016
  939     16578.4023   1664480838.1941  -0.1024   0.0032      0.8160      28.9416
  940     16604.6474   1664480864.4393  -0.1600   0.0040      0.8920      28.8568
  941     16630.2690   1664480890.0609  -0.1600   0.0040      0.7520      29.1960
  942     16653.2511   1664480913.0430  -0.1024   0.0032      0.5060      28.4808
  943     16676.0273   1664480935.8191  -0.1080   0.0032      0.6900      27.7160
  944     16696.9978   1664480956.7896  -0.1600   0.0032      0.9060      28.0944
  945     16717.3664   1664480977.1583  -0.1600   0.0040     10.0180      28.5784
  946     16763.8565   1664481023.6484  -0.1600   0.0040      0.8920      28.8864
  947     16768.5910   1664481028.3828  -0.0848   0.0032      7.0360      28.5616
  948     16770.3006   1664481030.0924  -0.0872   0.0032      2.7460      29.0880
  949     16773.8330   1664481033.6249  -0.1248   0.0032      3.4320      27.8016
  950     16778.5707   1664481038.3625  -0.0904   0.0032      9.4840      28.4624
  951     16786.5575   1664481046.3494  -0.0744   0.0032      3.4640      28.7672
  952     16790.2854   1664481050.0773  -0.1528   0.0032      3.6920      27.9664
  953     16819.7477   1664481079.5395  -0.1600   0.0040      1.4880      27.6360
  954     16825.5061   1664481085.2979  -0.1056   0.0032      1.0300      28.4352
  955     16831.4702   1664481091.2621  -0.1032   0.0032      1.8820      28.6832
  956     16842.2911   1664481102.0829  -0.0912   0.0032      1.7140      29.1472
  957     16848.8434   1664481108.6352  -0.1600   0.0040      1.7260      28.4976
  958     16868.5844   1664481128.3763  -0.1600   0.0032      3.6860      27.6208
  959     16877.5733   1664481137.3651  -0.1600   0.0032      3.5500      28.0760
  960     16923.8839   1664481183.6758  -0.1304   0.0032      5.4300      27.5000
  961     16949.2969   1664481209.0888  -0.0704   0.0032      0.5700      29.0680
  962     16985.2538   1664481245.0457  -0.0816   0.0032      0.6800      28.7376
  963     17007.4194   1664481267.2112  -0.1072   0.0032      0.5940      28.2576
  964     17008.3117   1664481268.1035  -0.0888   0.0032      2.3160      29.4320
  965     17012.2400   1664481272.0319  -0.1488   0.0032      1.1020      28.1584
  966     17016.5678   1664481276.3596  -0.0656   0.0032      3.3740      28.8872
  967     17019.2833   1664481279.0751  -0.0736   0.0032      2.6420      28.9752
  968     17022.8047   1664481282.5965  -0.1096   0.0032      1.7320      28.3504
  969     17032.6069   1664481292.3987  -0.0696   0.0032     10.2020      29.4936
  970     17033.0671   1664481292.8589  -0.1600   0.0032      1.3440      28.9056
  971     17055.8475   1664481315.6394  -0.1600   0.0032      3.1120      28.5728
  972     17058.3662   1664481318.1581  -0.1344   0.0032      4.3540      28.6656
  973     17080.1620   1664481339.9538  -0.0528   0.0032      0.5040      28.8728
  974     17110.6449   1664481370.4368  -0.1360   0.0032      5.5860      28.0288
  975     17118.8366   1664481378.6284  -0.1216   0.0032      2.9120      28.9664
  976     17142.4368   1664481402.2287  -0.0856   0.0032      5.3420      28.8072
  977     17147.3541   1664481407.1459  -0.0448   0.0032      1.4760      29.7664
  978     17152.9016   1664481412.6935  -0.1600   0.0032      6.1680      28.8936
  979     17160.2994   1664481420.0912  -0.0864   0.0032      0.5420      29.4880
  980     17172.1345   1664481431.9263  -0.1480   0.0032      1.1420      28.1152
  981     17193.8979   1664481453.6897  -0.1056   0.0032      3.3920      28.6072
  982     17195.5871   1664481455.3790  -0.1480   0.0032      2.1620      28.0272
  983     17205.5965   1664481465.3883  -0.1192   0.0032      3.2080      28.5656
  984     17208.2997   1664481468.0916  -0.1600   0.0032      2.6040      29.0904
  985     17230.8693   1664481490.6612  -0.0824   0.0032      0.7100      28.9064
  986     17252.4484   1664481512.2402  -0.0840   0.0032      0.8900      28.7536
  987     17275.0307   1664481534.8226  -0.1288   0.0032      7.8600      28.5936
  988     17318.6884   1664481578.4803  -0.0824   0.0032      2.3060      28.3560
  989     17321.9973   1664481581.7892  -0.0976   0.0032      0.8980      28.1968
  990     17327.7655   1664481587.5574  -0.0928   0.0032      1.4480      28.7544
  991     17331.7040   1664481591.4959  -0.1600   0.0032      0.9980      28.5776
  992     17342.7221   1664481602.5139  -0.1600   0.0040      0.6300      27.0480
  993     17356.9834   1664481616.7752  -0.0728   0.0032      2.6960      28.7792
  994     17359.0895   1664481618.8813  -0.1184   0.0032      2.7120      28.7624
  995     17368.2893   1664481628.0812  -0.0960   0.0032      1.2800      28.1984
  996     17389.2306   1664481649.0224  -0.1504   0.0032      0.5360      28.8424
  997     17397.6227   1664481657.4145  -0.1056   0.0032      1.1740      28.8560
  998     17414.9423   1664481674.7341  -0.1112   0.0032      1.7800      28.0704
  999     17417.6619   1664481677.4538  -0.1600   0.0040      2.1620      28.0368
 1000     17418.7474   1664481678.5392  -0.0816   0.0032      5.7380      28.9336
 1001     17446.1825   1664481705.9743  -0.1096   0.0032      8.2840      28.6304
 1002     17448.4832   1664481708.2751  -0.1600   0.0032      1.8820      27.3608
 1003     17453.6237   1664481713.4155  -0.1112   0.0032      2.8620      29.1464
 1004     17460.4068   1664481720.1986  -0.1088   0.0032      2.8880      28.1440
 1005     17492.9124   1664481752.7042  -0.0912   0.0032      2.8280      28.6400
 1006     17511.0412   1664481770.8331  -0.0864   0.0032      9.2160      28.6504
 1007     17528.7666   1664481788.5584  -0.0704   0.0032      0.7080      28.3112
 1008     17571.6310   1664481831.4228  -0.1600   0.0032      1.9160      27.5040
 1009     17596.2354   1664481856.0272  -0.0880   0.0032      1.6760      28.5976
 1010     17602.5863   1664481862.3782  -0.1600   0.0032      3.7540      28.1704
 1011     17604.0821   1664481863.8739  -0.1600   0.0032      1.6800      27.0792
 1012     17615.9076   1664481875.6995  -0.0752   0.0032      1.2080      28.0840
 1013     17638.4926   1664481898.2845  -0.1216   0.0032      0.6240      27.3360
 1014     17645.8714   1664481905.6632  -0.1600   0.0032      2.3620      27.4424
 1015     17682.4435   1664481942.2353  -0.1080   0.0032      3.6960      28.8216
 1016     17692.2646   1664481952.0565  -0.1600   0.0032      0.5740      28.4032
 1017     17718.2808   1664481978.0727  -0.1256   0.0032      2.6680      28.4608
 1018     17745.3224   1664482005.1142  -0.1600   0.0040      1.2540      28.2672
 1019     17753.9159   1664482013.7077  -0.1456   0.0032      0.8700      28.4504
 1020     17802.0307   1664482061.8225  -0.1600   0.0040      4.4480      28.5336
 1021     17831.1063   1664482090.8981  -0.1600   0.0032      1.9700      28.5568
 1022     17837.4487   1664482097.2405  -0.1272   0.0032      0.9720      28.8544
 1023     17857.3927   1664482117.1846  -0.0776   0.0032      2.7960      29.0040
 1024     17900.8483   1664482160.6402  -0.0672   0.0032      0.9580      29.2080
 1025     17908.4349   1664482168.2268  -0.1176   0.0032      0.5880      28.3240
 1026     17927.3599   1664482187.1517  -0.0960   0.0032      1.0520      28.8632
 1027     17940.0040   1664482199.7958  -0.0760   0.0032      0.9020      28.4768
 1028     17959.7470   1664482219.5388  -0.1072   0.0032      2.5880      28.9632
 1029     17963.6482   1664482223.4400  -0.0656   0.0032      2.3020      29.0360
 1030     18019.0920   1664482278.8838  -0.0880   0.0032      1.0460      28.6368
 1031     18020.3828   1664482280.1747  -0.1152   0.0032      2.9600      28.4568
 1032     18028.9749   1664482288.7667  -0.1600   0.0040      4.0180      28.7680
 1033     18067.7639   1664482327.5557  -0.1600   0.0040      2.0980      28.5088
 1034     18086.2783   1664482346.0701  -0.1040   0.0032      6.6680      29.1504
 1035     18096.1018   1664482355.8936  -0.1272   0.0032     11.6560      28.1512
 1036     18113.8215   1664482373.6134  -0.1312   0.0032      2.3440      28.4064
 1037     18120.8021   1664482380.5939  -0.1600   0.0032      6.7700      28.1880
 1038     18149.2683   1664482409.0601  -0.1600   0.0032      0.7500      28.2712
 1039     18191.2990   1664482451.0908  -0.1368   0.0032      1.2700      27.9456
 1040     18192.5956   1664482452.3874  -0.1224   0.0032      1.3060      28.4680
 1041     18213.1487   1664482472.9406  -0.1368   0.0032     10.7700      27.8088
 1042     18214.6484   1664482474.4402  -0.1528   0.0032      2.1300      27.3488
 1043     18224.8672   1664482484.6591  -0.0992   0.0032      0.9660      29.1352
 1044     18270.9523   1664482530.7441  -0.1600   0.0032      6.3680      28.1360
 1045     18342.7829   1664482602.5747  -0.0440   0.0032      7.1040      28.8888
 1046     18355.8443   1664482615.6362  -0.1496   0.0032      2.6320      28.2136
 1047     18381.2678   1664482641.0596  -0.1600   0.0032      2.0460      27.3440
 1048     18393.9094   1664482653.7012  -0.1600   0.0032      5.1940      28.4992
 1049     18404.3354   1664482664.1272  -0.1600   0.0032      0.5860      28.7752
 1050     18410.9040   1664482670.6959  -0.1144   0.0032      0.7160      27.4456
 1051     18414.2180   1664482674.0098  -0.1600   0.0032      6.5540      28.5136
 1052     18433.5482   1664482693.3400  -0.1368   0.0032      1.8440      27.9248
 1053     18451.0511   1664482710.8430  -0.1392   0.0032      3.6440      27.6656
 1054     18458.6265   1664482718.4183  -0.1600   0.0032      0.5380      28.2888
 1055     18473.0949   1664482732.8867  -0.1600   0.0032      3.6400      28.0704
 1056     18477.2123   1664482737.0041  -0.1600   0.0032      1.0340      27.8096
 1057     18480.1452   1664482739.9371  -0.1600   0.0032      3.0580      27.0520
 1058     18483.0559   1664482742.8477  -0.1600   0.0032      0.9780      27.9992
 1059     18488.2145   1664482748.0063  -0.1448   0.0032      3.2900      27.3672
 1060     18505.9175   1664482765.7093  -0.1552   0.0032      2.2020      27.9904
 1061     18506.8071   1664482766.5990  -0.0536   0.0032      1.8000      28.9360
 1062     18513.7596   1664482773.5515  -0.0784   0.0032      0.6080      29.4048
 1063     18538.5796   1664482798.3714  -0.0936   0.0032      0.8040      29.2184
 1064     18548.1798   1664482807.9716  -0.1600   0.0032      6.8380      27.4352
 1065     18561.0148   1664482820.8066  -0.1600   0.0040      1.7120      28.0568
 1066     18584.9997   1664482844.7915  -0.0504   0.0032      5.6080      29.0064
 1067     18594.1935   1664482853.9853  -0.1152   0.0032      5.6260      28.7664
 1068     18600.9770   1664482860.7688  -0.0736   0.0032      8.4420      28.8288
 1069     18622.7424   1664482882.5343  -0.1600   0.0040      1.1500      28.2224
 1070     18632.1406   1664482891.9324  -0.1600   0.0040      7.0320      29.5864
 1071     18632.3805   1664482892.1723  -0.0512   0.0032      1.2260      29.2576
 1072     18634.7068   1664482894.4986  -0.1224   0.0032      2.9220      28.1648
 1073     18692.3361   1664482952.1279  -0.1440   0.0032      1.6060      28.1896
 1074     18693.8374   1664482953.6293  -0.1600   0.0032      5.1480      28.8848
 1075     18696.9589   1664482956.7508  -0.1360   0.0032      3.6960      28.1488
 1076     18712.6395   1664482972.4313  -0.1600   0.0040      1.5040      28.1288
 1077     18729.7330   1664482989.5249  -0.1048   0.0032      1.7680      28.5848
 1078     18749.4719   1664483009.2637  -0.0552   0.0032      3.7560      28.3560
 1079     18759.4760   1664483019.2678  -0.1600   0.0152      0.6540      45.7664
 1080     18761.7649   1664483021.5567  -0.1600   0.0040      1.6580      28.5040
 1081     18762.2145   1664483022.0064  -0.1472   0.0040      0.6880      28.5184
 1082     18769.3887   1664483029.1805  -0.0944   0.0032      3.1260      28.6936
 1083     18807.5766   1664483067.3685  -0.1600   0.0032      0.4980      27.6944
 1084     18826.2845   1664483086.0763  -0.1552   0.0032      3.0600      28.6120
 1085     18827.3738   1664483087.1656  -0.1600   0.0032      1.4780      27.7128
 1086     18828.4737   1664483088.2656  -0.1600   0.0040      0.5380      28.4128
 1087     18848.6180   1664483108.4099  -0.1600   0.0088      0.6900      39.1160
 1088     18865.5171   1664483125.3089  -0.1112   0.0032      0.8220      28.1080
 1089     18869.0452   1664483128.8371  -0.1600   0.0040      9.5360      28.1632
 1090     18874.6088   1664483134.4006  -0.0784   0.0032      2.4260      28.4552
 1091     18876.7075   1664483136.4994  -0.0912   0.0032      1.3360      29.1904
 1092     18897.4442   1664483157.2360  -0.1600   0.0032      2.9040      27.9792
 1093     18923.2788   1664483183.0706  -0.1600   0.0040      1.2440      28.8848
